Average,L1
444.000000,   444
450.000000,   450
462.000000,   462
448.000000,   448
441.000000,   441
458.000000,   458
444.000000,   444
459.000000,   459
453.000000,   453
467.000000,   467
453.000000,   453
460.000000,   460
442.000000,   442
455.000000,   455
460.000000,   460
460.000000,   460
452.000000,   452
446.000000,   446
445.000000,   445
444.000000,   444
450.000000,   450
445.000000,   445
453.000000,   453
454.000000,   454
468.000000,   468
449.000000,   449
471.000000,   471
458.000000,   458
455.000000,   455
465.000000,   465
456.000000,   456
463.000000,   463
465.000000,   465
450.000000,   450
456.000000,   456
456.000000,   456
450.000000,   450
452.000000,   452
453.000000,   453
450.000000,   450
456.000000,   456
463.000000,   463
454.000000,   454
456.000000,   456
451.000000,   451
462.000000,   462
460.000000,   460
456.000000,   456
466.000000,   466
460.000000,   460
471.000000,   471
464.000000,   464
449.000000,   449
475.000000,   475
450.000000,   450
456.000000,   456
468.000000,   468
461.000000,   461
456.000000,   456
454.000000,   454
470.000000,   470
466.000000,   466
457.000000,   457
471.000000,   471
459.000000,   459
464.000000,   464
463.000000,   463
470.000000,   470
466.000000,   466
473.000000,   473
462.000000,   462
472.000000,   472
466.000000,   466
466.000000,   466
462.000000,   462
468.000000,   468
468.000000,   468
458.000000,   458
473.000000,   473
477.000000,   477
492.000000,   492
460.000000,   460
462.000000,   462
463.000000,   463
478.000000,   478
475.000000,   475
475.000000,   475
466.000000,   466
473.000000,   473
482.000000,   482
485.000000,   485
463.000000,   463
481.000000,   481
479.000000,   479
468.000000,   468
471.000000,   471
466.000000,   466
466.000000,   466
470.000000,   470
483.000000,   483
475.000000,   475
477.000000,   477
456.000000,   456
471.000000,   471
482.000000,   482
486.000000,   486
475.000000,   475
479.000000,   479
485.000000,   485
476.000000,   476
484.000000,   484
487.000000,   487
472.000000,   472
479.000000,   479
474.000000,   474
483.000000,   483
477.000000,   477
496.000000,   496
483.000000,   483
496.000000,   496
477.000000,   477
478.000000,   478
482.000000,   482
475.000000,   475
481.000000,   481
488.000000,   488
485.000000,   485
493.000000,   493
493.000000,   493
481.000000,   481
491.000000,   491
479.000000,   479
470.000000,   470
484.000000,   484
476.000000,   476
481.000000,   481
500.000000,   500
499.000000,   499
487.000000,   487
481.000000,   481
503.000000,   503
490.000000,   490
488.000000,   488
480.000000,   480
486.000000,   486
497.000000,   497
482.000000,   482
481.000000,   481
503.000000,   503
491.000000,   491
490.000000,   490
492.000000,   492
492.000000,   492
497.000000,   497
488.000000,   488
490.000000,   490
500.000000,   500
500.000000,   500
481.000000,   481
493.000000,   493
493.000000,   493
493.000000,   493
509.000000,   509
494.000000,   494
495.000000,   495
512.000000,   512
497.000000,   497
501.000000,   501
503.000000,   503
498.000000,   498
485.000000,   485
500.000000,   500
501.000000,   501
493.000000,   493
496.000000,   496
487.000000,   487
503.000000,   503
496.000000,   496
491.000000,   491
490.000000,   490
499.000000,   499
498.000000,   498
509.000000,   509
497.000000,   497
505.000000,   505
504.000000,   504
494.000000,   494
512.000000,   512
509.000000,   509
499.000000,   499
502.000000,   502
506.000000,   506
508.000000,   508
495.000000,   495
508.000000,   508
513.000000,   513
501.000000,   501
507.000000,   507
514.000000,   514
500.000000,   500
507.000000,   507
501.000000,   501
509.000000,   509
512.000000,   512
502.000000,   502
508.000000,   508
511.000000,   511
501.000000,   501
503.000000,   503
508.000000,   508
507.000000,   507
506.000000,   506
520.000000,   520
497.000000,   497
496.000000,   496
507.000000,   507
519.000000,   519
504.000000,   504
497.000000,   497
508.000000,   508
510.000000,   510
515.000000,   515
512.000000,   512
507.000000,   507
512.000000,   512
525.000000,   525
528.000000,   528
511.000000,   511
510.000000,   510
511.000000,   511
525.000000,   525
528.000000,   528
515.000000,   515
497.000000,   497
508.000000,   508
509.000000,   509
505.000000,   505
517.000000,   517
507.000000,   507
515.000000,   515
518.000000,   518
510.000000,   510
526.000000,   526
533.000000,   533
524.000000,   524
514.000000,   514
528.000000,   528
514.000000,   514
526.000000,   526
511.000000,   511
511.000000,   511
517.000000,   517
517.000000,   517
526.000000,   526
524.000000,   524
507.000000,   507
532.000000,   532
521.000000,   521
518.000000,   518
545.000000,   545
530.000000,   530
521.000000,   521
520.000000,   520
520.000000,   520
531.000000,   531
529.000000,   529
521.000000,   521
524.000000,   524
520.000000,   520
519.000000,   519
525.000000,   525
527.000000,   527
509.000000,   509
521.000000,   521
515.000000,   515
514.000000,   514
520.000000,   520
535.000000,   535
521.000000,   521
526.000000,   526
523.000000,   523
517.000000,   517
536.000000,   536
527.000000,   527
526.000000,   526
525.000000,   525
521.000000,   521
534.000000,   534
527.000000,   527
521.000000,   521
520.000000,   520
534.000000,   534
520.000000,   520
540.000000,   540
521.000000,   521
532.000000,   532
534.000000,   534
530.000000,   530
526.000000,   526
532.000000,   532
528.000000,   528
534.000000,   534
525.000000,   525
528.000000,   528
526.000000,   526
518.000000,   518
529.000000,   529
528.000000,   528
541.000000,   541
545.000000,   545
543.000000,   543
530.000000,   530
530.000000,   530
536.000000,   536
538.000000,   538
534.000000,   534
538.000000,   538
547.000000,   547
547.000000,   547
552.000000,   552
169.000000,   169
57.000000,    57
49.000000,    49
37.000000,    37
