Type:,WAVELENGH DATA FILE
Exposure Time:,10 m.Sec
Gain:,1
Offset:,10
Line Count:,1


Pixel No,WaveLength(nm),Average,L1
906,1752407.857,734.000000,   734
907,1758169.529,737.000000,   737
908,1763943.818,735.000000,   735
909,1769730.737,731.000000,   731
910,1775530.300,752.000000,   752
911,1781342.521,727.000000,   727
912,1787167.414,711.000000,   711
913,1793004.993,734.000000,   734
914,1798855.271,730.000000,   730
915,1804718.263,729.000000,   729
916,1810593.981,735.000000,   735
917,1816482.440,749.000000,   749
918,1822383.654,742.000000,   742
919,1828297.636,744.000000,   744
920,1834224.400,739.000000,   739
921,1840163.960,735.000000,   735
922,1846116.330,740.000000,   740
923,1852081.524,733.000000,   733
924,1858059.555,730.000000,   730
925,1864050.438,733.000000,   733
926,1870054.185,737.000000,   737
927,1876070.811,741.000000,   741
928,1882100.330,740.000000,   740
929,1888142.755,738.000000,   738
930,1894198.100,728.000000,   728
931,1900266.379,747.000000,   747
932,1906347.606,740.000000,   740
933,1912441.795,741.000000,   741
934,1918548.959,731.000000,   731
935,1924669.113,732.000000,   732
936,1930802.269,736.000000,   736
937,1936948.442,741.000000,   741
938,1943107.646,731.000000,   731
939,1949279.894,741.000000,   741
940,1955465.200,730.000000,   730
941,1961663.578,731.000000,   731
942,1967875.042,724.000000,   724
943,1974099.606,744.000000,   744
944,1980337.283,742.000000,   742
945,1986588.087,731.000000,   731
946,1992852.033,744.000000,   744
947,1999129.133,743.000000,   743
948,2005419.402,730.000000,   730
949,2011722.853,740.000000,   740
950,2018039.500,746.000000,   746
951,2024369.357,743.000000,   743
952,2030712.438,743.000000,   743
953,2037068.757,732.000000,   732
954,2043438.327,730.000000,   730
955,2049821.162,745.000000,   745
956,2056217.277,747.000000,   747
957,2062626.684,742.000000,   742
958,2069049.398,736.000000,   736
959,2075485.432,726.000000,   726
960,2081934.800,752.000000,   752
961,2088397.516,724.000000,   724
962,2094873.594,723.000000,   723
963,2101363.048,728.000000,   728
964,2107865.891,749.000000,   749
965,2114382.138,730.000000,   730
966,2120911.801,730.000000,   730
967,2127454.895,732.000000,   732
968,2134011.434,731.000000,   731
969,2140581.431,735.000000,   735
970,2147164.900,733.000000,   733
971,2153761.855,731.000000,   731
972,2160372.310,727.000000,   727
973,2166996.279,731.000000,   731
974,2173633.775,741.000000,   741
975,2180284.813,730.000000,   730
976,2186949.405,749.000000,   749
977,2193627.566,741.000000,   741
978,2200319.310,738.000000,   738
979,2207024.650,730.000000,   730
980,2213743.600,726.000000,   726
981,2220476.174,733.000000,   733
982,2227222.386,737.000000,   737
983,2233982.250,728.000000,   728
984,2240755.779,728.000000,   728
985,2247542.987,743.000000,   743
986,2254343.889,725.000000,   725
987,2261158.497,737.000000,   737
988,2267986.826,712.000000,   712
989,2274828.889,729.000000,   729
990,2281684.700,727.000000,   727
991,2288554.273,710.000000,   710
992,2295437.622,718.000000,   718
993,2302334.761,733.000000,   733
994,2309245.703,733.000000,   733
995,2316170.462,726.000000,   726
996,2323109.053,737.000000,   737
997,2330061.488,744.000000,   744
998,2337027.782,730.000000,   730
999,2344007.948,737.000000,   737
1000,2351002.000,734.000000,   734
1001,2358009.952,728.000000,   728
1002,2365031.818,730.000000,   730
1003,2372067.612,729.000000,   729
1004,2379117.347,727.000000,   727
1005,2386181.038,737.000000,   737
1006,2393258.697,728.000000,   728
1007,2400350.339,722.000000,   722
1008,2407455.978,742.000000,   742
1009,2414575.627,742.000000,   742
1010,2421709.300,717.000000,   717
1011,2428857.011,727.000000,   727
1012,2436018.774,742.000000,   742
1013,2443194.603,731.000000,   731
1014,2450384.511,732.000000,   732
1015,2457588.512,720.000000,   720
1016,2464806.621,723.000000,   723
1017,2472038.850,737.000000,   737
1018,2479285.214,726.000000,   726
1019,2486545.726,739.000000,   739
1020,2493820.400,727.000000,   727
1021,2501109.250,737.000000,   737
1022,2508412.290,730.000000,   730
1023,2515729.534,736.000000,   736
1024,2523060.995,730.000000,   730
1025,2530406.688,740.000000,   740
1026,2537766.625,736.000000,   736
1027,2545140.821,736.000000,   736
1028,2552529.290,729.000000,   729
1029,2559932.045,748.000000,   748
1030,2567349.100,730.000000,   730
1031,2574780.469,729.000000,   729
1032,2582226.166,731.000000,   731
1033,2589686.205,726.000000,   726
1034,2597160.599,707.000000,   707
1035,2604649.363,723.000000,   723
1036,2612152.509,709.000000,   709
1037,2619670.052,729.000000,   729
1038,2627202.006,735.000000,   735
1039,2634748.384,734.000000,   734
1040,2642309.200,718.000000,   718
1041,2649884.468,733.000000,   733
1042,2657474.202,726.000000,   726
1043,2665078.416,715.000000,   715
1044,2672697.123,737.000000,   737
1045,2680330.337,738.000000,   738
1046,2687978.073,734.000000,   734
1047,2695640.343,730.000000,   730
1048,2703317.162,722.000000,   722
1049,2711008.543,734.000000,   734
1050,2718714.500,736.000000,   736
1051,2726435.047,728.000000,   728
1052,2734170.198,727.000000,   727
1053,2741919.967,725.000000,   725
1054,2749684.367,737.000000,   737
1055,2757463.413,737.000000,   737
1056,2765257.117,735.000000,   735
1057,2773065.494,728.000000,   728
1058,2780888.558,720.000000,   720
1059,2788726.322,717.000000,   717
1060,2796578.800,726.000000,   726
1061,2804446.006,715.000000,   715
1062,2812327.954,721.000000,   721
1063,2820224.658,733.000000,   733
1064,2828136.131,720.000000,   720
1065,2836062.388,723.000000,   723
1066,2844003.441,723.000000,   723
1067,2851959.305,728.000000,   728
1068,2859929.994,746.000000,   746
1069,2867915.521,725.000000,   725
1070,2875915.900,726.000000,   726
1071,2883931.145,725.000000,   725
1072,2891961.270,718.000000,   718
1073,2900006.289,711.000000,   711
1074,2908066.215,718.000000,   718
1075,2916141.063,710.000000,   710
1076,2924230.845,725.000000,   725
1077,2932335.576,726.000000,   726
1078,2940455.270,729.000000,   729
1079,2948589.940,742.000000,   742
1080,2956739.600,735.000000,   735
1081,2964904.264,726.000000,   726
1082,2973083.946,727.000000,   727
1083,2981278.660,722.000000,   722
1084,2989488.419,736.000000,   736
1085,2997713.237,725.000000,   725
1086,3005953.129,733.000000,   733
1087,3014208.107,713.000000,   713
1088,3022478.186,718.000000,   718
1089,3030763.379,717.000000,   717
1090,3039063.700,727.000000,   727
1091,3047379.163,725.000000,   725
1092,3055709.782,726.000000,   726
1093,3064055.571,716.000000,   716
1094,3072416.543,727.000000,   727
1095,3080792.713,723.000000,   723
1096,3089184.093,740.000000,   740
1097,3097590.698,729.000000,   729
1098,3106012.542,731.000000,   731
1099,3114449.638,725.000000,   725
1100,3122902.000,708.000000,   708
1101,3131369.642,725.000000,   725
1102,3139852.578,714.000000,   714
1103,3148350.822,716.000000,   716
1104,3156864.387,724.000000,   724
1105,3165393.288,720.000000,   720
1106,3173937.537,718.000000,   718
1107,3182497.149,716.000000,   716
1108,3191072.138,721.000000,   721
1109,3199662.517,724.000000,   724
1110,3208268.300,715.000000,   715
1111,3216889.501,727.000000,   727
1112,3225526.134,719.000000,   719
1113,3234178.213,715.000000,   715
1114,3242845.751,722.000000,   722
1115,3251528.762,724.000000,   724
1116,3260227.261,720.000000,   720
1117,3268941.260,717.000000,   717
1118,3277670.774,712.000000,   712
1119,3286415.816,722.000000,   722
1120,3295176.400,721.000000,   721
1121,3303952.540,727.000000,   727
1122,3312744.250,719.000000,   719
1123,3321551.544,722.000000,   722
1124,3330374.435,717.000000,   717
1125,3339212.938,718.000000,   718
1126,3348067.065,721.000000,   721
1127,3356936.831,725.000000,   725
1128,3365822.250,721.000000,   721
1129,3374723.335,727.000000,   727
1130,3383640.100,720.000000,   720
1131,3392572.559,732.000000,   732
1132,3401520.726,717.000000,   717
1133,3410484.615,730.000000,   730
1134,3419464.239,724.000000,   724
1135,3428459.612,716.000000,   716
1136,3437470.749,719.000000,   719
1137,3446497.662,726.000000,   726
1138,3455540.366,712.000000,   712
1139,3464598.874,716.000000,   716
1140,3473673.200,706.000000,   706
1141,3482763.358,711.000000,   711
1142,3491869.362,720.000000,   720
1143,3500991.226,700.000000,   700
1144,3510128.963,709.000000,   709
1145,3519282.587,703.000000,   703
1146,3528452.113,715.000000,   715
1147,3537637.553,714.000000,   714
1148,3546838.922,715.000000,   715
1149,3556056.233,715.000000,   715
1150,3565289.500,715.000000,   715
1151,3574538.737,707.000000,   707
1152,3583803.958,711.000000,   711
1153,3593085.177,708.000000,   708
1154,3602382.407,711.000000,   711
1155,3611695.662,722.000000,   722
1156,3621024.957,707.000000,   707
1157,3630370.304,722.000000,   722
1158,3639731.718,710.000000,   710
1159,3649109.212,711.000000,   711
1160,3658502.800,711.000000,   711
1161,3667912.496,703.000000,   703
1162,3677338.314,713.000000,   713
1163,3686780.268,710.000000,   710
1164,3696238.371,705.000000,   705
1165,3705712.637,711.000000,   711
1166,3715203.081,726.000000,   726
1167,3724709.715,709.000000,   709
1168,3734232.554,718.000000,   718
1169,3743771.611,712.000000,   712
1170,3753326.900,718.000000,   718
1171,3762898.435,696.000000,   696
1172,3772486.230,713.000000,   713
1173,3782090.299,718.000000,   718
1174,3791710.655,712.000000,   712
1175,3801347.313,699.000000,   699
1176,3811000.285,716.000000,   716
1177,3820669.586,711.000000,   711
1178,3830355.230,715.000000,   715
1179,3840057.230,706.000000,   706
1180,3849775.600,700.000000,   700
1181,3859510.354,718.000000,   718
1182,3869261.506,721.000000,   721
1183,3879029.070,703.000000,   703
1184,3888813.059,704.000000,   704
1185,3898613.487,708.000000,   708
1186,3908430.369,706.000000,   706
1187,3918263.717,707.000000,   707
1188,3928113.546,710.000000,   710
1189,3937979.869,712.000000,   712
1190,3947862.700,724.000000,   724
1191,3957762.053,703.000000,   703
1192,3967677.942,717.000000,   717
1193,3977610.381,717.000000,   717
1194,3987559.383,697.000000,   697
1195,3997524.962,699.000000,   699
1196,4007507.133,707.000000,   707
1197,4017505.908,714.000000,   714
1198,4027521.302,708.000000,   708
1199,4037553.328,711.000000,   711
1200,4047602.000,714.000000,   714
1201,4057667.332,711.000000,   711
1202,4067749.338,705.000000,   705
1203,4077848.032,709.000000,   709
1204,4087963.427,701.000000,   701
1205,4098095.538,715.000000,   715
1206,4108244.377,715.000000,   715
1207,4118409.959,726.000000,   726
1208,4128592.298,711.000000,   711
1209,4138791.407,708.000000,   708
1210,4149007.300,704.000000,   704
1211,4159239.991,701.000000,   701
1212,4169489.494,721.000000,   721
1213,4179755.823,698.000000,   698
1214,4190038.991,722.000000,   722
1215,4200339.012,713.000000,   713
1216,4210655.901,714.000000,   714
1217,4220989.670,696.000000,   696
1218,4231340.334,699.000000,   699
1219,4241707.906,721.000000,   721
1220,4252092.400,713.000000,   713
1221,4262493.830,699.000000,   699
1222,4272912.210,704.000000,   704
1223,4283347.554,699.000000,   699
1224,4293799.875,717.000000,   717
1225,4304269.188,704.000000,   704
1226,4314755.505,698.000000,   698
1227,4325258.841,695.000000,   695
1228,4335779.210,699.000000,   699
1229,4346316.625,720.000000,   720
1230,4356871.100,710.000000,   710
1231,4367442.649,704.000000,   704
1232,4378031.286,707.000000,   707
1233,4388637.025,710.000000,   710
1234,4399259.879,710.000000,   710
1235,4409899.862,702.000000,   702
1236,4420556.989,719.000000,   719
1237,4431231.272,720.000000,   720
1238,4441922.726,703.000000,   703
1239,4452631.364,709.000000,   709
1240,4463357.200,708.000000,   708
1241,4474100.248,702.000000,   702
1242,4484860.522,705.000000,   705
1243,4495638.036,714.000000,   714
1244,4506432.803,696.000000,   696
1245,4517244.838,696.000000,   696
1246,4528074.153,695.000000,   695
1247,4538920.763,690.000000,   690
1248,4549784.682,700.000000,   700
1249,4560665.923,697.000000,   697
1250,4571564.500,701.000000,   701
1251,4582480.427,700.000000,   700
1252,4593413.718,698.000000,   698
1253,4604364.387,697.000000,   697
1254,4615332.447,701.000000,   701
1255,4626317.912,703.000000,   703
1256,4637320.797,702.000000,   702
1257,4648341.114,701.000000,   701
1258,4659378.878,711.000000,   711
1259,4670434.102,691.000000,   691
1260,4681506.800,685.000000,   685
1261,4692596.986,709.000000,   709
1262,4703704.674,702.000000,   702
1263,4714829.878,701.000000,   701
1264,4725972.611,704.000000,   704
1265,4737132.888,690.000000,   690
1266,4748310.721,693.000000,   693
1267,4759506.125,700.000000,   700
1268,4770719.114,693.000000,   693
1269,4781949.701,700.000000,   700
1270,4793197.900,692.000000,   692
1271,4804463.725,699.000000,   699
1272,4815747.190,684.000000,   684
1273,4827048.309,697.000000,   697
1274,4838367.095,693.000000,   693
1275,4849703.563,699.000000,   699
1276,4861057.725,711.000000,   711
1277,4872429.596,700.000000,   700
1278,4883819.190,700.000000,   700
1279,4895226.520,704.000000,   704
1280,4906651.600,702.000000,   702
1281,4918094.444,689.000000,   689
1282,4929555.066,692.000000,   692
1283,4941033.480,691.000000,   691
1284,4952529.699,701.000000,   701
1285,4964043.737,690.000000,   690
1286,4975575.609,690.000000,   690
1287,4987125.327,704.000000,   704
1288,4998692.906,700.000000,   700
1289,5010278.359,689.000000,   689
1290,5021881.700,689.000000,   689
1291,5033502.943,699.000000,   699
1292,5045142.102,690.000000,   690
1293,5056799.191,689.000000,   689
1294,5068474.223,682.000000,   682
1295,5080167.212,694.000000,   694
1296,5091878.173,693.000000,   693
1297,5103607.118,679.000000,   679
1298,5115354.062,677.000000,   677
1299,5127119.018,683.000000,   683
1300,5138902.000,690.000000,   690
1301,5150703.022,696.000000,   696
1302,5162522.098,685.000000,   685
1303,5174359.242,686.000000,   686
1304,5186214.467,691.000000,   691
1305,5198087.787,688.000000,   688
1306,5209979.217,692.000000,   692
1307,5221888.769,683.000000,   683
1308,5233816.458,698.000000,   698
1309,5245762.297,689.000000,   689
1310,5257726.300,695.000000,   695
1311,5269708.481,697.000000,   697
1312,5281708.854,691.000000,   691
1313,5293727.433,666.000000,   666
1314,5305764.231,698.000000,   698
1315,5317819.262,697.000000,   697
1316,5329892.541,690.000000,   690
1317,5341984.080,683.000000,   683
1318,5354093.894,688.000000,   688
1319,5366221.996,679.000000,   679
1320,5378368.400,688.000000,   688
1321,5390533.120,678.000000,   678
1322,5402716.170,675.000000,   675
1323,5414917.564,671.000000,   671
1324,5427137.315,679.000000,   679
1325,5439375.438,690.000000,   690
1326,5451631.945,682.000000,   682
1327,5463906.851,687.000000,   687
1328,5476200.170,692.000000,   692
1329,5488511.915,682.000000,   682
1330,5500842.100,683.000000,   683
1331,5513190.739,663.000000,   663
1332,5525557.846,685.000000,   685
1333,5537943.435,677.000000,   677
1334,5550347.519,683.000000,   683
1335,5562770.113,673.000000,   673
1336,5575211.229,678.000000,   678
1337,5587670.882,686.000000,   686
1338,5600149.086,680.000000,   680
1339,5612645.854,658.000000,   658
1340,5625161.200,672.000000,   672
1341,5637695.138,679.000000,   679
1342,5650247.682,665.000000,   665
1343,5662818.846,663.000000,   663
1344,5675408.643,679.000000,   679
1345,5688017.088,677.000000,   677
1346,5700644.193,672.000000,   672
1347,5713289.973,690.000000,   690
1348,5725954.442,680.000000,   680
1349,5738637.613,688.000000,   688
1350,5751339.500,679.000000,   679
1351,5764060.117,675.000000,   675
1352,5776799.478,683.000000,   683
1353,5789557.597,685.000000,   685
1354,5802334.487,680.000000,   680
1355,5815130.163,681.000000,   681
1356,5827944.637,669.000000,   669
1357,5840777.924,677.000000,   677
1358,5853630.038,666.000000,   666
1359,5866500.992,670.000000,   670
1360,5879390.800,678.000000,   678
1361,5892299.476,665.000000,   665
1362,5905227.034,673.000000,   673
1363,5918173.488,670.000000,   670
1364,5931138.851,674.000000,   674
1365,5944123.137,668.000000,   668
1366,5957126.361,681.000000,   681
1367,5970148.535,673.000000,   673
1368,5983189.674,682.000000,   682
1369,5996249.791,682.000000,   682
1370,6009328.900,677.000000,   677
1371,6022427.015,681.000000,   681
1372,6035544.150,662.000000,   662
1373,6048680.319,664.000000,   664
1374,6061835.535,668.000000,   668
1375,6075009.813,679.000000,   679
1376,6088203.165,672.000000,   672
1377,6101415.606,678.000000,   678
1378,6114647.150,674.000000,   674
1379,6127897.810,657.000000,   657
1380,6141167.600,672.000000,   672
1381,6154456.534,669.000000,   669
1382,6167764.626,683.000000,   683
1383,6181091.890,662.000000,   662
1384,6194438.339,663.000000,   663
1385,6207803.987,661.000000,   661
1386,6221188.849,671.000000,   671
1387,6234592.937,655.000000,   655
1388,6248016.266,667.000000,   667
1389,6261458.849,663.000000,   663
1390,6274920.700,661.000000,   661
1391,6288401.833,669.000000,   669
1392,6301902.262,661.000000,   661
1393,6315422.001,659.000000,   659
1394,6328961.063,680.000000,   680
1395,6342519.463,675.000000,   675
1396,6356097.213,660.000000,   660
1397,6369694.328,658.000000,   658
1398,6383310.822,665.000000,   665
1399,6396946.708,673.000000,   673
1400,6410602.000,671.000000,   671
1401,6424276.712,661.000000,   661
1402,6437970.858,668.000000,   668
1403,6451684.452,660.000000,   660
1404,6465417.507,667.000000,   667
1405,6479170.037,659.000000,   659
1406,6492942.057,655.000000,   655
1407,6506733.579,656.000000,   656
1408,6520544.618,651.000000,   651
1409,6534375.187,644.000000,   644
1410,6548225.300,662.000000,   662
1411,6562094.971,631.000000,   631
1412,6575984.214,657.000000,   657
1413,6589893.043,664.000000,   664
1414,6603821.471,652.000000,   652
1415,6617769.512,653.000000,   653
1416,6631737.181,657.000000,   657
1417,6645724.490,645.000000,   645
1418,6659731.454,668.000000,   668
1419,6673758.086,664.000000,   664
1420,6687804.400,650.000000,   650
1421,6701870.410,660.000000,   660
1422,6715956.130,651.000000,   651
1423,6730061.574,640.000000,   640
1424,6744186.755,662.000000,   662
1425,6758331.688,650.000000,   650
1426,6772496.385,644.000000,   644
1427,6786680.861,632.000000,   632
1428,6800885.130,637.000000,   637
1429,6815109.205,654.000000,   654
1430,6829353.100,649.000000,   649
1431,6843616.829,647.000000,   647
1432,6857900.406,649.000000,   649
1433,6872203.845,657.000000,   657
1434,6886527.159,646.000000,   646
1435,6900870.362,650.000000,   650
1436,6915233.469,655.000000,   655
1437,6929616.492,640.000000,   640
1438,6944019.446,652.000000,   652
1439,6958442.344,647.000000,   647
1440,6972885.200,634.000000,   634
1441,6987348.028,650.000000,   650
1442,7001830.842,625.000000,   625
1443,7016333.656,624.000000,   624
1444,7030856.483,636.000000,   636
1445,7045399.338,648.000000,   648
1446,7059962.233,634.000000,   634
1447,7074545.183,645.000000,   645
1448,7089148.202,643.000000,   643
1449,7103771.303,638.000000,   638
1450,7118414.500,642.000000,   642
1451,7133077.807,634.000000,   634
1452,7147761.238,640.000000,   640
1453,7162464.807,653.000000,   653
1454,7177188.527,634.000000,   634
1455,7191932.412,637.000000,   637
1456,7206696.477,641.000000,   641
1457,7221480.734,624.000000,   624
1458,7236285.198,631.000000,   631
1459,7251109.882,634.000000,   634
1460,7265954.800,639.000000,   639
1461,7280819.966,637.000000,   637
1462,7295705.394,639.000000,   639
1463,7310611.098,636.000000,   636
1464,7325537.091,637.000000,   637
1465,7340483.388,627.000000,   627
1466,7355450.001,621.000000,   621
1467,7370436.945,624.000000,   624
1468,7385444.234,640.000000,   640
1469,7400471.881,646.000000,   646
1470,7415519.900,634.000000,   634
1471,7430588.305,625.000000,   625
1472,7445677.110,625.000000,   625
1473,7460786.329,620.000000,   620
1474,7475915.975,637.000000,   637
1475,7491066.063,635.000000,   635
1476,7506236.605,641.000000,   641
1477,7521427.616,637.000000,   637
1478,7536639.110,621.000000,   621
1479,7551871.100,630.000000,   630
1480,7567123.600,643.000000,   643
1481,7582396.624,625.000000,   625
1482,7597690.186,627.000000,   627
1483,7613004.300,619.000000,   619
1484,7628338.979,616.000000,   616
1485,7643694.237,622.000000,   622
1486,7659070.089,625.000000,   625
1487,7674466.547,616.000000,   616
1488,7689883.626,620.000000,   620
1489,7705321.339,622.000000,   622
1490,7720779.700,620.000000,   620
1491,7736258.723,629.000000,   629
1492,7751758.422,628.000000,   628
1493,7767278.811,629.000000,   629
1494,7782819.903,629.000000,   629
1495,7798381.712,629.000000,   629
1496,7813964.253,623.000000,   623
1497,7829567.538,618.000000,   618
1498,7845191.582,623.000000,   623
1499,7860836.398,617.000000,   617
1500,7876502.000,625.000000,   625
1501,7892188.402,617.000000,   617
1502,7907895.618,621.000000,   621
1503,7923623.662,613.000000,   613
1504,7939372.547,618.000000,   618
1505,7955142.287,623.000000,   623
1506,7970932.897,613.000000,   613
1507,7986744.389,626.000000,   626
1508,8002576.778,620.000000,   620
1509,8018430.077,615.000000,   615
1510,8034304.300,627.000000,   627
1511,8050199.461,615.000000,   615
1512,8066115.574,614.000000,   614
1513,8082052.653,611.000000,   611
1514,8098010.711,611.000000,   611
1515,8113989.763,610.000000,   610
1516,8129989.821,616.000000,   616
1517,8146010.900,617.000000,   617
1518,8162053.014,609.000000,   609
1519,8178116.176,621.000000,   621
1520,8194200.400,615.000000,   615
1521,8210305.700,609.000000,   609
1522,8226432.090,625.000000,   625
1523,8242579.584,609.000000,   609
1524,8258748.195,607.000000,   607
1525,8274937.938,611.000000,   611
1526,8291148.825,618.000000,   618
1527,8307380.871,614.000000,   614
1528,8323634.090,604.000000,   604
1529,8339908.495,612.000000,   612
1530,8356204.100,617.000000,   617
1531,8372520.919,609.000000,   609
1532,8388858.966,604.000000,   604
1533,8405218.255,615.000000,   615
1534,8421598.799,599.000000,   599
1535,8438000.613,617.000000,   617
1536,8454423.709,600.000000,   600
1537,8470868.102,610.000000,   610
1538,8487333.806,607.000000,   607
1539,8503820.834,606.000000,   606
1540,8520329.200,612.000000,   612
1541,8536858.918,603.000000,   603
1542,8553410.002,608.000000,   608
1543,8569982.466,612.000000,   612
1544,8586576.323,608.000000,   608
1545,8603191.588,610.000000,   610
1546,8619828.273,593.000000,   593
1547,8636486.393,589.000000,   589
1548,8653165.962,601.000000,   601
1549,8669866.993,611.000000,   611
1550,8686589.500,604.000000,   604
1551,8703333.497,617.000000,   617
1552,8720098.998,601.000000,   601
1553,8736886.017,597.000000,   597
1554,8753694.567,589.000000,   589
1555,8770524.662,596.000000,   596
1556,8787376.317,581.000000,   581
1557,8804249.544,594.000000,   594
1558,8821144.358,594.000000,   594
1559,8838060.772,592.000000,   592
1560,8854998.800,603.000000,   603
1561,8871958.456,612.000000,   612
1562,8888939.754,583.000000,   583
1563,8905942.708,591.000000,   591
1564,8922967.331,597.000000,   597
1565,8940013.637,597.000000,   597
1566,8957081.641,597.000000,   597
1567,8974171.355,596.000000,   596
1568,8991282.794,591.000000,   591
1569,9008415.971,578.000000,   578
1570,9025570.900,593.000000,   593
1571,9042747.595,583.000000,   583
1572,9059946.070,590.000000,   590
1573,9077166.339,569.000000,   569
1574,9094408.415,586.000000,   586
1575,9111672.313,585.000000,   585
1576,9128958.045,588.000000,   588
1577,9146265.626,582.000000,   582
1578,9163595.070,586.000000,   586
1579,9180946.390,569.000000,   569
1580,9198319.600,581.000000,   581
1581,9215714.714,589.000000,   589
1582,9233131.746,589.000000,   589
1583,9250570.710,600.000000,   600
1584,9268031.619,580.000000,   580
1585,9285514.487,568.000000,   568
1586,9303019.329,589.000000,   589
1587,9320546.157,577.000000,   577
1588,9338094.986,587.000000,   587
1589,9355665.829,587.000000,   587
1590,9373258.700,583.000000,   583
1591,9390873.613,574.000000,   574
1592,9408510.582,585.000000,   585
1593,9426169.621,601.000000,   601
1594,9443850.743,579.000000,   579
1595,9461553.963,582.000000,   582
1596,9479279.293,572.000000,   572
1597,9497026.748,579.000000,   579
1598,9514796.342,580.000000,   580
1599,9532588.088,595.000000,   595
1600,9550402.000,591.000000,   591
1601,9568238.092,588.000000,   588
1602,9586096.378,591.000000,   591
1603,9603976.872,582.000000,   582
1604,9621879.587,571.000000,   571
1605,9639804.537,580.000000,   580
1606,9657751.737,570.000000,   570
1607,9675721.199,578.000000,   578
1608,9693712.938,576.000000,   576
1609,9711726.967,588.000000,   588
1610,9729763.300,582.000000,   582
1611,9747821.951,572.000000,   572
1612,9765902.934,597.000000,   597
1613,9784006.263,580.000000,   580
1614,9802131.951,578.000000,   578
1615,9820280.013,569.000000,   569
1616,9838450.461,582.000000,   582
1617,9856643.310,579.000000,   579
1618,9874858.574,568.000000,   568
1619,9893096.266,573.000000,   573
1620,9911356.400,560.000000,   560
1621,9929638.990,576.000000,   576
1622,9947944.050,577.000000,   577
1623,9966271.594,566.000000,   566
1624,9984621.635,561.000000,   561
1625,10002994.188,578.000000,   578
1626,10021389.265,566.000000,   566
1627,10039806.881,573.000000,   573
1628,10058247.050,558.000000,   558
1629,10076709.785,570.000000,   570
1630,10095195.100,569.000000,   569
1631,10113703.009,570.000000,   570
1632,10132233.526,562.000000,   562
1633,10150786.665,577.000000,   577
1634,10169362.439,560.000000,   560
1635,10187960.862,577.000000,   577
1636,10206581.949,569.000000,   569
1637,10225225.712,569.000000,   569
1638,10243892.166,568.000000,   568
1639,10262581.324,573.000000,   573
1640,10281293.200,568.000000,   568
1641,10300027.808,568.000000,   568
1642,10318785.162,576.000000,   576
1643,10337565.276,571.000000,   571
1644,10356368.163,565.000000,   565
1645,10375193.838,564.000000,   564
1646,10394042.313,582.000000,   582
1647,10412913.603,568.000000,   568
1648,10431807.722,567.000000,   567
1649,10450724.683,572.000000,   572
1650,10469664.500,569.000000,   569
1651,10488627.187,570.000000,   570
1652,10507612.758,568.000000,   568
1653,10526621.227,567.000000,   567
1654,10545652.607,557.000000,   557
1655,10564706.913,561.000000,   561
1656,10583784.157,553.000000,   553
1657,10602884.354,551.000000,   551
1658,10622007.518,562.000000,   562
1659,10641153.662,561.000000,   561
1660,10660322.800,553.000000,   553
1661,10679514.946,555.000000,   555
1662,10698730.114,552.000000,   552
1663,10717968.318,562.000000,   562
1664,10737229.571,574.000000,   574
1665,10756513.888,567.000000,   567
1666,10775821.281,567.000000,   567
1667,10795151.765,564.000000,   564
1668,10814505.354,566.000000,   566
1669,10833882.061,575.000000,   575
1670,10853281.900,572.000000,   572
1671,10872704.885,572.000000,   572
1672,10892151.030,556.000000,   556
1673,10911620.349,557.000000,   557
1674,10931112.855,564.000000,   564
1675,10950628.563,557.000000,   557
1676,10970167.485,555.000000,   555
1677,10989729.636,563.000000,   563
1678,11009315.030,549.000000,   549
1679,11028923.680,569.000000,   569
1680,11048555.600,557.000000,   557
1681,11068210.804,561.000000,   561
1682,11087889.306,553.000000,   553
1683,11107591.120,569.000000,   569
1684,11127316.259,565.000000,   565
1685,11147064.737,561.000000,   561
1686,11166836.569,563.000000,   563
1687,11186631.767,556.000000,   556
1688,11206450.346,568.000000,   568
1689,11226292.319,566.000000,   566
1690,11246157.700,551.000000,   551
1691,11266046.503,561.000000,   561
1692,11285958.742,560.000000,   560
1693,11305894.431,551.000000,   551
1694,11325853.583,555.000000,   555
1695,11345836.212,569.000000,   569
1696,11365842.333,539.000000,   539
1697,11385871.958,545.000000,   545
1698,11405925.102,556.000000,   556
1699,11426001.778,557.000000,   557
1700,11446102.000,557.000000,   557
1701,11466225.782,555.000000,   555
1702,11486373.138,554.000000,   554
1703,11506544.082,550.000000,   550
1704,11526738.627,554.000000,   554
1705,11546956.788,547.000000,   547
1706,11567198.577,567.000000,   567
1707,11587464.009,549.000000,   549
1708,11607753.098,549.000000,   549
1709,11628065.857,547.000000,   547
1710,11648402.300,556.000000,   556
1711,11668762.441,550.000000,   550
1712,11689146.294,543.000000,   543
1713,11709553.873,551.000000,   551
1714,11729985.191,550.000000,   550
1715,11750440.263,547.000000,   547
1716,11770919.101,556.000000,   556
1717,11791421.720,555.000000,   555
1718,11811948.134,546.000000,   546
1719,11832498.356,551.000000,   551
1720,11853072.400,537.000000,   537
1721,11873670.280,544.000000,   544
1722,11894292.010,545.000000,   545
1723,11914937.604,544.000000,   544
1724,11935607.075,536.000000,   536
1725,11956300.438,543.000000,   543
1726,11977017.705,525.000000,   525
1727,11997758.891,533.000000,   533
1728,12018524.010,525.000000,   525
1729,12039313.075,542.000000,   542
