Type:,WAVELENGH DATA FILE
Exposure Time:,10 m.Sec
Gain:,1
Offset:,10
Line Count:,1


Pixel No,WaveLength(nm),Average,L1
919,456.385,170.000000,   170
920,454.607,180.000000,   180
921,452.841,166.000000,   166
922,451.087,167.000000,   167
923,449.344,174.000000,   174
924,447.612,179.000000,   179
925,445.892,172.000000,   172
926,444.184,173.000000,   173
927,442.487,172.000000,   172
928,440.802,182.000000,   182
929,439.128,171.000000,   171
930,437.465,179.000000,   179
931,435.813,177.000000,   177
932,434.173,171.000000,   171
933,432.545,172.000000,   172
934,430.927,169.000000,   169
935,429.321,176.000000,   176
936,427.726,170.000000,   170
937,426.142,171.000000,   171
938,424.569,175.000000,   175
939,423.008,177.000000,   177
940,421.457,170.000000,   170
941,419.918,178.000000,   178
942,418.389,175.000000,   175
943,416.872,187.000000,   187
944,415.366,171.000000,   171
945,413.871,183.000000,   183
946,412.386,172.000000,   172
947,410.913,179.000000,   179
948,409.450,167.000000,   167
949,407.999,174.000000,   174
950,406.558,171.000000,   171
951,405.128,164.000000,   164
952,403.709,162.000000,   162
953,402.300,173.000000,   173
954,400.903,171.000000,   171
955,399.516,171.000000,   171
956,398.139,180.000000,   180
957,396.774,166.000000,   166
958,395.419,169.000000,   169
959,394.075,175.000000,   175
960,392.741,173.000000,   173
961,391.418,171.000000,   171
962,390.105,166.000000,   166
963,388.803,173.000000,   173
964,387.511,167.000000,   167
965,386.230,173.000000,   173
966,384.959,179.000000,   179
967,383.699,173.000000,   173
968,382.449,175.000000,   175
969,381.209,175.000000,   175
970,379.980,174.000000,   174
971,378.761,177.000000,   177
972,377.552,172.000000,   172
973,376.354,174.000000,   174
974,375.166,178.000000,   178
975,373.988,172.000000,   172
976,372.820,169.000000,   169
977,371.662,172.000000,   172
978,370.514,171.000000,   171
979,369.377,171.000000,   171
980,368.249,171.000000,   171
981,367.132,172.000000,   172
982,366.025,175.000000,   175
983,364.927,172.000000,   172
984,363.840,180.000000,   180
985,362.762,177.000000,   177
986,361.694,172.000000,   172
987,360.637,170.000000,   170
988,359.589,176.000000,   176
989,358.551,169.000000,   169
990,357.522,165.000000,   165
991,356.504,167.000000,   167
992,355.495,172.000000,   172
993,354.496,176.000000,   176
994,353.507,169.000000,   169
995,352.527,164.000000,   164
996,351.557,173.000000,   173
997,350.597,179.000000,   179
998,349.646,176.000000,   176
999,348.705,179.000000,   179
1000,347.773,170.000000,   170
1001,346.851,172.000000,   172
1002,345.938,179.000000,   179
1003,345.035,171.000000,   171
1004,344.141,166.000000,   166
1005,343.257,173.000000,   173
1006,342.382,170.000000,   170
1007,341.516,180.000000,   180
1008,340.660,179.000000,   179
1009,339.813,174.000000,   174
1010,338.976,173.000000,   173
1011,338.147,172.000000,   172
1012,337.328,178.000000,   178
1013,336.518,176.000000,   176
1014,335.717,174.000000,   174
1015,334.925,182.000000,   182
1016,334.143,165.000000,   165
1017,333.369,172.000000,   172
1018,332.605,175.000000,   175
1019,331.850,170.000000,   170
1020,331.103,170.000000,   170
1021,330.366,174.000000,   174
1022,329.637,177.000000,   177
1023,328.918,168.000000,   168
1024,328.207,180.000000,   180
1025,327.506,176.000000,   176
1026,326.813,181.000000,   181
1027,326.129,168.000000,   168
1028,325.454,165.000000,   165
1029,324.788,173.000000,   173
1030,324.130,172.000000,   172
1031,323.481,162.000000,   162
1032,322.841,171.000000,   171
1033,322.209,171.000000,   171
1034,321.587,174.000000,   174
1035,320.972,170.000000,   170
1036,320.367,175.000000,   175
1037,319.770,175.000000,   175
1038,319.181,171.000000,   171
1039,318.601,176.000000,   176
1040,318.030,175.000000,   175
1041,317.467,176.000000,   176
1042,316.912,174.000000,   174
1043,316.366,173.000000,   173
1044,315.828,169.000000,   169
1045,315.299,168.000000,   168
1046,314.778,180.000000,   180
1047,314.265,167.000000,   167
1048,313.761,175.000000,   175
1049,313.265,169.000000,   169
1050,312.777,172.000000,   172
1051,312.297,175.000000,   175
1052,311.825,181.000000,   181
1053,311.362,171.000000,   171
1054,310.907,175.000000,   175
1055,310.459,176.000000,   176
1056,310.020,177.000000,   177
1057,309.589,167.000000,   167
1058,309.166,175.000000,   175
1059,308.751,175.000000,   175
1060,308.344,171.000000,   171
1061,307.945,175.000000,   175
1062,307.554,183.000000,   183
1063,307.170,176.000000,   176
1064,306.795,169.000000,   169
1065,306.427,169.000000,   169
1066,306.068,173.000000,   173
1067,305.716,176.000000,   176
1068,305.371,167.000000,   167
1069,305.035,174.000000,   174
1070,304.706,175.000000,   175
1071,304.385,169.000000,   169
1072,304.072,178.000000,   178
1073,303.766,164.000000,   164
1074,303.468,170.000000,   170
1075,303.177,172.000000,   172
1076,302.894,173.000000,   173
1077,302.618,165.000000,   165
1078,302.350,171.000000,   171
1079,302.090,172.000000,   172
1080,301.837,170.000000,   170
1081,301.591,178.000000,   178
1082,301.353,169.000000,   169
1083,301.122,171.000000,   171
1084,300.898,174.000000,   174
1085,300.682,172.000000,   172
1086,300.473,179.000000,   179
1087,300.271,181.000000,   181
1088,300.077,170.000000,   170
1089,299.889,167.000000,   167
1090,299.709,175.000000,   175
1091,299.536,169.000000,   169
1092,299.371,179.000000,   179
1093,299.212,175.000000,   175
1094,299.060,179.000000,   179
1095,298.916,178.000000,   178
1096,298.778,180.000000,   180
1097,298.648,174.000000,   174
1098,298.524,172.000000,   172
1099,298.408,172.000000,   172
1100,298.298,171.000000,   171
1101,298.195,173.000000,   173
1102,298.099,182.000000,   182
1103,298.010,166.000000,   166
1104,297.928,166.000000,   166
1105,297.853,166.000000,   166
1106,297.784,179.000000,   179
1107,297.722,171.000000,   171
1108,297.667,165.000000,   165
1109,297.618,171.000000,   171
1110,297.577,172.000000,   172
1111,297.541,171.000000,   171
1112,297.513,176.000000,   176
1113,297.491,174.000000,   174
1114,297.475,167.000000,   167
1115,297.466,175.000000,   175
1116,297.464,173.000000,   173
1117,297.468,175.000000,   175
1118,297.479,167.000000,   167
1119,297.496,168.000000,   168
1120,297.519,168.000000,   168
1121,297.549,171.000000,   171
1122,297.585,168.000000,   168
1123,297.627,170.000000,   170
1124,297.676,171.000000,   171
1125,297.731,170.000000,   170
1126,297.792,174.000000,   174
1127,297.860,176.000000,   176
1128,297.933,172.000000,   172
1129,298.013,177.000000,   177
1130,298.099,168.000000,   168
1131,298.191,175.000000,   175
1132,298.289,175.000000,   175
1133,298.393,166.000000,   166
1134,298.504,163.000000,   163
1135,298.620,177.000000,   177
1136,298.742,174.000000,   174
1137,298.870,175.000000,   175
1138,299.004,170.000000,   170
1139,299.145,175.000000,   175
1140,299.290,169.000000,   169
1141,299.442,174.000000,   174
1142,299.600,175.000000,   175
1143,299.763,168.000000,   168
1144,299.932,174.000000,   174
1145,300.107,169.000000,   169
1146,300.288,168.000000,   168
1147,300.474,171.000000,   171
1148,300.666,172.000000,   172
1149,300.864,169.000000,   169
1150,301.067,169.000000,   169
1151,301.276,177.000000,   177
1152,301.490,161.000000,   161
1153,301.710,172.000000,   172
1154,301.936,164.000000,   164
1155,302.167,180.000000,   180
1156,302.403,165.000000,   165
1157,302.645,168.000000,   168
1158,302.892,168.000000,   168
1159,303.145,169.000000,   169
1160,303.403,172.000000,   172
1161,303.666,174.000000,   174
1162,303.935,172.000000,   172
1163,304.209,176.000000,   176
1164,304.488,167.000000,   167
1165,304.772,172.000000,   172
1166,305.062,173.000000,   173
1167,305.357,170.000000,   170
1168,305.657,173.000000,   173
1169,305.962,166.000000,   166
1170,306.272,176.000000,   176
1171,306.587,178.000000,   178
1172,306.907,169.000000,   169
1173,307.232,166.000000,   166
1174,307.563,168.000000,   168
1175,307.898,169.000000,   169
1176,308.238,162.000000,   162
1177,308.583,169.000000,   169
1178,308.933,175.000000,   175
1179,309.288,167.000000,   167
1180,309.647,167.000000,   167
1181,310.012,171.000000,   171
1182,310.381,171.000000,   171
1183,310.755,166.000000,   166
1184,311.134,172.000000,   172
1185,311.517,163.000000,   163
1186,311.905,169.000000,   169
1187,312.298,172.000000,   172
1188,312.695,170.000000,   170
1189,313.097,176.000000,   176
1190,313.503,176.000000,   176
1191,313.915,172.000000,   172
1192,314.330,175.000000,   175
1193,314.750,172.000000,   172
1194,315.175,171.000000,   171
1195,315.604,175.000000,   175
1196,316.037,170.000000,   170
1197,316.475,176.000000,   176
1198,316.917,175.000000,   175
1199,317.363,170.000000,   170
1200,317.814,181.000000,   181
1201,318.269,171.000000,   171
1202,318.728,177.000000,   177
1203,319.192,180.000000,   180
1204,319.660,176.000000,   176
1205,320.132,168.000000,   168
1206,320.608,177.000000,   177
1207,321.088,173.000000,   173
1208,321.572,179.000000,   179
1209,322.061,164.000000,   164
1210,322.553,162.000000,   162
1211,323.050,172.000000,   172
1212,323.550,172.000000,   172
1213,324.054,174.000000,   174
1214,324.563,181.000000,   181
1215,325.075,180.000000,   180
1216,325.591,175.000000,   175
1217,326.111,174.000000,   174
1218,326.635,172.000000,   172
1219,327.163,174.000000,   174
1220,327.694,184.000000,   184
1221,328.229,171.000000,   171
1222,328.768,174.000000,   174
1223,329.311,166.000000,   166
1224,329.857,176.000000,   176
1225,330.407,169.000000,   169
1226,330.961,172.000000,   172
1227,331.518,170.000000,   170
1228,332.079,176.000000,   176
1229,332.643,172.000000,   172
1230,333.211,175.000000,   175
1231,333.783,174.000000,   174
1232,334.358,168.000000,   168
1233,334.936,172.000000,   172
1234,335.518,169.000000,   169
1235,336.103,169.000000,   169
1236,336.691,175.000000,   175
1237,337.283,171.000000,   171
1238,337.878,166.000000,   166
1239,338.477,168.000000,   168
1240,339.078,171.000000,   171
1241,339.683,174.000000,   174
1242,340.291,169.000000,   169
1243,340.903,164.000000,   164
1244,341.517,176.000000,   176
1245,342.135,179.000000,   179
1246,342.755,173.000000,   173
1247,343.379,165.000000,   165
1248,344.006,165.000000,   165
1249,344.636,165.000000,   165
1250,345.269,168.000000,   168
1251,345.905,168.000000,   168
1252,346.544,176.000000,   176
1253,347.185,166.000000,   166
1254,347.830,171.000000,   171
1255,348.477,174.000000,   174
1256,349.128,169.000000,   169
1257,349.781,175.000000,   175
1258,350.437,174.000000,   174
1259,351.096,170.000000,   170
1260,351.757,167.000000,   167
1261,352.421,170.000000,   170
1262,353.088,172.000000,   172
1263,353.758,181.000000,   181
1264,354.430,174.000000,   174
1265,355.104,176.000000,   176
1266,355.782,171.000000,   171
1267,356.462,165.000000,   165
1268,357.144,166.000000,   166
1269,357.829,173.000000,   173
1270,358.516,167.000000,   167
1271,359.206,174.000000,   174
1272,359.899,168.000000,   168
1273,360.593,177.000000,   177
1274,361.290,168.000000,   168
1275,361.990,174.000000,   174
1276,362.691,172.000000,   172
1277,363.395,171.000000,   171
1278,364.102,166.000000,   166
1279,364.810,173.000000,   173
1280,365.521,172.000000,   172
1281,366.234,177.000000,   177
1282,366.949,172.000000,   172
1283,367.666,172.000000,   172
1284,368.386,171.000000,   171
1285,369.107,176.000000,   176
1286,369.831,167.000000,   167
1287,370.556,176.000000,   176
1288,371.284,170.000000,   170
1289,372.013,175.000000,   175
1290,372.745,164.000000,   164
1291,373.478,170.000000,   170
1292,374.213,175.000000,   175
1293,374.951,174.000000,   174
1294,375.690,171.000000,   171
1295,376.431,169.000000,   169
1296,377.173,174.000000,   174
1297,377.918,174.000000,   174
1298,378.664,169.000000,   169
1299,379.412,172.000000,   172
1300,380.161,176.000000,   176
1301,380.913,175.000000,   175
1302,381.665,169.000000,   169
1303,382.420,174.000000,   174
1304,383.176,172.000000,   172
1305,383.934,171.000000,   171
1306,384.693,170.000000,   170
1307,385.454,166.000000,   166
1308,386.216,178.000000,   178
1309,386.979,178.000000,   178
1310,387.745,175.000000,   175
1311,388.511,165.000000,   165
1312,389.279,183.000000,   183
1313,390.048,160.000000,   160
1314,390.819,166.000000,   166
1315,391.591,186.000000,   186
1316,392.364,171.000000,   171
1317,393.138,169.000000,   169
1318,393.914,166.000000,   166
1319,394.690,173.000000,   173
1320,395.468,168.000000,   168
1321,396.247,171.000000,   171
1322,397.028,170.000000,   170
1323,397.809,168.000000,   168
1324,398.591,179.000000,   179
1325,399.375,168.000000,   168
1326,400.159,177.000000,   177
1327,400.945,172.000000,   172
1328,401.731,171.000000,   171
1329,402.518,168.000000,   168
1330,403.307,174.000000,   174
1331,404.096,172.000000,   172
1332,404.886,167.000000,   167
1333,405.676,169.000000,   169
1334,406.468,179.000000,   179
1335,407.260,171.000000,   171
1336,408.053,178.000000,   178
1337,408.847,170.000000,   170
1338,409.642,172.000000,   172
1339,410.437,171.000000,   171
1340,411.233,183.000000,   183
1341,412.029,171.000000,   171
1342,412.826,172.000000,   172
1343,413.624,171.000000,   171
1344,414.422,181.000000,   181
1345,415.221,163.000000,   163
1346,416.020,171.000000,   171
1347,416.820,167.000000,   167
1348,417.620,174.000000,   174
1349,418.420,187.000000,   187
1350,419.221,180.000000,   180
1351,420.023,175.000000,   175
1352,420.824,180.000000,   180
1353,421.626,179.000000,   179
1354,422.428,168.000000,   168
1355,423.231,175.000000,   175
1356,424.033,167.000000,   167
1357,424.836,174.000000,   174
1358,425.639,174.000000,   174
1359,426.442,180.000000,   180
1360,427.246,171.000000,   171
1361,428.049,168.000000,   168
1362,428.853,171.000000,   171
1363,429.656,172.000000,   172
1364,430.460,167.000000,   167
1365,431.263,165.000000,   165
1366,432.067,185.000000,   185
1367,432.870,161.000000,   161
1368,433.674,166.000000,   166
1369,434.477,175.000000,   175
1370,435.280,172.000000,   172
1371,436.083,163.000000,   163
1372,436.886,172.000000,   172
1373,437.688,168.000000,   168
1374,438.490,180.000000,   180
1375,439.292,169.000000,   169
1376,440.094,166.000000,   166
1377,440.896,180.000000,   180
1378,441.697,170.000000,   170
1379,442.497,173.000000,   173
1380,443.298,164.000000,   164
1381,444.097,173.000000,   173
1382,444.897,170.000000,   170
1383,445.696,170.000000,   170
1384,446.494,166.000000,   166
1385,447.292,174.000000,   174
1386,448.089,176.000000,   176
1387,448.886,181.000000,   181
1388,449.682,173.000000,   173
1389,450.478,177.000000,   177
1390,451.273,168.000000,   168
1391,452.067,178.000000,   178
1392,452.860,173.000000,   173
1393,453.653,183.000000,   183
1394,454.445,171.000000,   171
1395,455.236,179.000000,   179
1396,456.026,181.000000,   181
1397,456.816,180.000000,   180
1398,457.605,187.000000,   187
1399,458.392,177.000000,   177
1400,459.179,178.000000,   178
1401,459.965,186.000000,   186
1402,460.750,166.000000,   166
1403,461.534,178.000000,   178
1404,462.316,178.000000,   178
1405,463.098,183.000000,   183
1406,463.879,171.000000,   171
1407,464.659,168.000000,   168
1408,465.437,173.000000,   173
1409,466.214,180.000000,   180
1410,466.991,169.000000,   169
1411,467.765,166.000000,   166
1412,468.539,184.000000,   184
1413,469.312,180.000000,   180
1414,470.083,175.000000,   175
1415,470.853,182.000000,   182
1416,471.621,179.000000,   179
1417,472.388,176.000000,   176
1418,473.154,170.000000,   170
1419,473.918,175.000000,   175
1420,474.681,184.000000,   184
1421,475.442,182.000000,   182
1422,476.202,182.000000,   182
1423,476.961,186.000000,   186
1424,477.717,178.000000,   178
1425,478.473,179.000000,   179
1426,479.226,175.000000,   175
1427,479.978,175.000000,   175
1428,480.729,181.000000,   181
1429,481.477,179.000000,   179
1430,482.224,188.000000,   188
1431,482.969,184.000000,   184
1432,483.713,173.000000,   173
1433,484.455,179.000000,   179
1434,485.194,174.000000,   174
1435,485.932,173.000000,   173
1436,486.669,170.000000,   170
1437,487.403,178.000000,   178
1438,488.135,180.000000,   180
1439,488.866,176.000000,   176
1440,489.594,177.000000,   177
1441,490.320,179.000000,   179
1442,491.045,175.000000,   175
1443,491.767,176.000000,   176
1444,492.488,175.000000,   175
1445,493.206,186.000000,   186
1446,493.922,181.000000,   181
1447,494.636,184.000000,   184
1448,495.347,170.000000,   170
1449,496.057,176.000000,   176
1450,496.764,182.000000,   182
1451,497.469,167.000000,   167
1452,498.172,183.000000,   183
1453,498.873,168.000000,   168
1454,499.571,170.000000,   170
1455,500.266,177.000000,   177
1456,500.960,170.000000,   170
1457,501.651,176.000000,   176
1458,502.339,178.000000,   178
1459,503.025,174.000000,   174
1460,503.709,180.000000,   180
1461,504.390,179.000000,   179
1462,505.068,185.000000,   185
1463,505.744,182.000000,   182
1464,506.418,181.000000,   181
1465,507.088,175.000000,   175
1466,507.756,178.000000,   178
1467,508.422,181.000000,   181
1468,509.084,175.000000,   175
1469,509.744,174.000000,   174
1470,510.402,177.000000,   177
1471,511.056,182.000000,   182
1472,511.708,175.000000,   175
1473,512.356,172.000000,   172
1474,513.002,171.000000,   171
1475,513.645,171.000000,   171
1476,514.285,172.000000,   172
1477,514.923,178.000000,   178
1478,515.557,175.000000,   175
1479,516.188,172.000000,   172
1480,516.816,172.000000,   172
1481,517.441,170.000000,   170
1482,518.064,176.000000,   176
1483,518.683,176.000000,   176
1484,519.298,177.000000,   177
1485,519.911,173.000000,   173
1486,520.521,165.000000,   165
1487,521.127,169.000000,   169
1488,521.730,167.000000,   167
1489,522.330,172.000000,   172
1490,522.927,169.000000,   169
1491,523.520,175.000000,   175
1492,524.110,175.000000,   175
1493,524.697,173.000000,   173
1494,525.280,172.000000,   172
1495,525.860,174.000000,   174
1496,526.436,177.000000,   177
1497,527.009,177.000000,   177
1498,527.579,175.000000,   175
1499,528.145,177.000000,   177
1500,528.707,170.000000,   170
1501,529.266,168.000000,   168
1502,529.821,179.000000,   179
1503,530.373,172.000000,   172
1504,530.921,172.000000,   172
1505,531.465,172.000000,   172
1506,532.006,173.000000,   173
1507,532.543,182.000000,   182
1508,533.076,175.000000,   175
1509,533.605,171.000000,   171
1510,534.131,170.000000,   170
1511,534.652,167.000000,   167
1512,535.170,172.000000,   172
1513,535.684,174.000000,   174
1514,536.194,173.000000,   173
1515,536.701,172.000000,   172
1516,537.203,166.000000,   166
1517,537.701,171.000000,   171
1518,538.195,172.000000,   172
1519,538.686,176.000000,   176
1520,539.172,165.000000,   165
1521,539.654,175.000000,   175
1522,540.132,170.000000,   170
1523,540.605,174.000000,   174
1524,541.075,176.000000,   176
1525,541.540,182.000000,   182
1526,542.002,170.000000,   170
1527,542.459,176.000000,   176
1528,542.911,175.000000,   175
1529,543.360,168.000000,   168
1530,543.804,169.000000,   169
1531,544.244,165.000000,   165
1532,544.679,170.000000,   170
1533,545.110,168.000000,   168
1534,545.536,176.000000,   176
1535,545.958,179.000000,   179
1536,546.376,164.000000,   164
1537,546.789,171.000000,   171
1538,547.198,166.000000,   166
1539,547.602,167.000000,   167
1540,548.001,174.000000,   174
1541,548.396,172.000000,   172
1542,548.786,167.000000,   167
1543,549.171,174.000000,   174
1544,549.552,177.000000,   177
1545,549.928,173.000000,   173
1546,550.300,162.000000,   162
1547,550.666,173.000000,   173
1548,551.028,181.000000,   181
1549,551.385,169.000000,   169
1550,551.737,172.000000,   172
1551,552.084,167.000000,   167
1552,552.427,175.000000,   175
1553,552.764,168.000000,   168
1554,553.097,166.000000,   166
1555,553.424,165.000000,   165
1556,553.746,173.000000,   173
1557,554.064,170.000000,   170
1558,554.376,167.000000,   167
1559,554.684,156.000000,   156
1560,554.986,169.000000,   169
1561,555.283,171.000000,   171
1562,555.575,170.000000,   170
1563,555.862,164.000000,   164
1564,556.143,175.000000,   175
1565,556.419,170.000000,   170
1566,556.690,171.000000,   171
1567,556.956,164.000000,   164
1568,557.216,171.000000,   171
1569,557.471,169.000000,   169
1570,557.721,172.000000,   172
1571,557.965,172.000000,   172
1572,558.204,178.000000,   178
1573,558.438,166.000000,   166
1574,558.666,169.000000,   169
1575,558.888,180.000000,   180
1576,559.105,163.000000,   163
1577,559.316,170.000000,   170
1578,559.522,172.000000,   172
1579,559.722,172.000000,   172
1580,559.917,177.000000,   177
1581,560.106,173.000000,   173
1582,560.289,173.000000,   173
1583,560.466,169.000000,   169
1584,560.638,167.000000,   167
1585,560.804,172.000000,   172
1586,560.964,184.000000,   184
1587,561.119,172.000000,   172
1588,561.267,169.000000,   169
1589,561.410,162.000000,   162
1590,561.547,163.000000,   163
1591,561.678,168.000000,   168
1592,561.802,162.000000,   162
1593,561.921,164.000000,   164
1594,562.034,172.000000,   172
1595,562.141,174.000000,   174
1596,562.242,174.000000,   174
1597,562.337,167.000000,   167
1598,562.426,170.000000,   170
1599,562.508,180.000000,   180
1600,562.585,170.000000,   170
1601,562.655,167.000000,   167
1602,562.719,165.000000,   165
1603,562.777,167.000000,   167
1604,562.828,173.000000,   173
1605,562.873,175.000000,   175
1606,562.912,169.000000,   169
1607,562.945,173.000000,   173
1608,562.971,164.000000,   164
1609,562.991,177.000000,   177
1610,563.004,165.000000,   165
1611,563.011,174.000000,   174
1612,563.012,168.000000,   168
1613,563.006,170.000000,   170
1614,562.993,167.000000,   167
1615,562.974,164.000000,   164
1616,562.949,174.000000,   174
1617,562.916,164.000000,   164
1618,562.878,166.000000,   166
1619,562.832,166.000000,   166
1620,562.780,163.000000,   163
1621,562.721,174.000000,   174
1622,562.655,164.000000,   164
1623,562.583,163.000000,   163
1624,562.504,173.000000,   173
1625,562.418,165.000000,   165
1626,562.325,161.000000,   161
1627,562.225,175.000000,   175
1628,562.119,160.000000,   160
1629,562.005,171.000000,   171
1630,561.885,165.000000,   165
1631,561.758,171.000000,   171
1632,561.623,160.000000,   160
1633,561.482,164.000000,   164
1634,561.334,169.000000,   169
1635,561.178,170.000000,   170
1636,561.015,171.000000,   171
1637,560.846,174.000000,   174
1638,560.669,171.000000,   171
1639,560.485,167.000000,   167
1640,560.294,159.000000,   159
1641,560.095,160.000000,   160
1642,559.889,168.000000,   168
1643,559.676,169.000000,   169
1644,559.456,165.000000,   165
1645,559.228,167.000000,   167
1646,558.993,164.000000,   164
1647,558.751,164.000000,   164
1648,558.501,172.000000,   172
1649,558.244,170.000000,   170
1650,557.979,167.000000,   167
1651,557.707,179.000000,   179
1652,557.428,164.000000,   164
1653,557.140,163.000000,   163
1654,556.845,170.000000,   170
1655,556.543,171.000000,   171
1656,556.233,166.000000,   166
1657,555.915,159.000000,   159
1658,555.590,159.000000,   159
1659,555.257,171.000000,   171
1660,554.916,169.000000,   169
1661,554.568,164.000000,   164
1662,554.211,168.000000,   168
1663,553.847,166.000000,   166
1664,553.475,172.000000,   172
1665,553.096,170.000000,   170
1666,552.708,156.000000,   156
1667,552.312,174.000000,   174
1668,551.909,170.000000,   170
1669,551.498,175.000000,   175
1670,551.078,161.000000,   161
1671,550.651,169.000000,   169
1672,550.215,165.000000,   165
1673,549.772,176.000000,   176
1674,549.320,166.000000,   166
1675,548.860,170.000000,   170
1676,548.392,165.000000,   165
1677,547.916,170.000000,   170
1678,547.432,167.000000,   167
1679,546.939,160.000000,   160
1680,546.439,163.000000,   163
1681,545.930,169.000000,   169
1682,545.412,168.000000,   168
1683,544.887,166.000000,   166
1684,544.353,167.000000,   167
1685,543.810,167.000000,   167
1686,543.260,169.000000,   169
1687,542.700,168.000000,   168
1688,542.133,165.000000,   165
1689,541.556,167.000000,   167
1690,540.972,170.000000,   170
1691,540.379,170.000000,   170
1692,539.777,169.000000,   169
1693,539.167,159.000000,   159
1694,538.548,167.000000,   167
1695,537.920,172.000000,   172
1696,537.284,167.000000,   167
1697,536.639,166.000000,   166
1698,535.985,159.000000,   159
1699,535.323,157.000000,   157
1700,534.651,170.000000,   170
1701,533.971,175.000000,   175
1702,533.283,175.000000,   175
1703,532.585,167.000000,   167
1704,531.878,164.000000,   164
1705,531.163,160.000000,   160
1706,530.439,160.000000,   160
1707,529.705,162.000000,   162
1708,528.963,159.000000,   159
1709,528.212,165.000000,   165
1710,527.451,166.000000,   166
1711,526.682,164.000000,   164
1712,525.904,164.000000,   164
1713,525.116,162.000000,   162
1714,524.319,168.000000,   168
1715,523.513,171.000000,   171
1716,522.698,166.000000,   166
1717,521.874,164.000000,   164
1718,521.040,169.000000,   169
1719,520.198,170.000000,   170
1720,519.345,172.000000,   172
1721,518.484,171.000000,   171
1722,517.613,167.000000,   167
1723,516.733,166.000000,   166
1724,515.844,158.000000,   158
1725,514.945,156.000000,   156
1726,514.036,168.000000,   168
1727,513.118,171.000000,   171
1728,512.191,164.000000,   164
1729,511.254,168.000000,   168
1730,510.307,166.000000,   166
1731,509.351,166.000000,   166
1732,508.386,164.000000,   164
1733,507.410,162.000000,   162
1734,506.425,164.000000,   164
1735,505.431,166.000000,   166
1736,504.426,160.000000,   160
1737,503.412,164.000000,   164
1738,502.388,169.000000,   169
1739,501.355,162.000000,   162
1740,500.311,173.000000,   173
1741,499.258,179.000000,   179
1742,498.195,160.000000,   160
1743,497.122,171.000000,   171
1744,496.039,170.000000,   170
1745,494.946,159.000000,   159
1746,493.843,168.000000,   168
1747,492.730,170.000000,   170
1748,491.607,169.000000,   169
1749,490.474,175.000000,   175
1750,489.331,160.000000,   160
1751,488.178,169.000000,   169
1752,487.014,168.000000,   168
1753,485.841,163.000000,   163
1754,484.657,164.000000,   164
1755,483.463,171.000000,   171
1756,482.259,167.000000,   167
1757,481.045,164.000000,   164
1758,479.820,171.000000,   171
1759,478.585,166.000000,   166
1760,477.340,167.000000,   167
1761,476.084,166.000000,   166
1762,474.818,175.000000,   175
1763,473.541,178.000000,   178
1764,472.255,162.000000,   162
1765,470.957,161.000000,   161
1766,469.649,172.000000,   172
1767,468.331,173.000000,   173
1768,467.002,170.000000,   170
1769,465.662,167.000000,   167
1770,464.312,159.000000,   159
1771,462.951,164.000000,   164
1772,461.580,164.000000,   164
1773,460.198,169.000000,   169
1774,458.805,163.000000,   163
1775,457.401,165.000000,   165
1776,455.987,158.000000,   158
1777,454.562,166.000000,   166
1778,453.126,164.000000,   164
1779,451.679,166.000000,   166
1780,450.221,162.000000,   162
1781,448.753,162.000000,   162
1782,447.274,163.000000,   163
1783,445.783,170.000000,   170
1784,444.282,169.000000,   169
1785,442.769,175.000000,   175
1786,441.246,155.000000,   155
1787,439.712,165.000000,   165
1788,438.166,162.000000,   162
1789,436.610,165.000000,   165
1790,435.042,167.000000,   167
1791,433.463,165.000000,   165
1792,431.873,163.000000,   163
1793,430.272,165.000000,   165
1794,428.659,166.000000,   166
1795,427.036,173.000000,   173
1796,425.401,162.000000,   162
1797,423.754,165.000000,   165
1798,422.097,162.000000,   162
1799,420.428,160.000000,   160
1800,418.747,170.000000,   170
1801,417.055,171.000000,   171
1802,415.352,160.000000,   160
1803,413.637,170.000000,   170
1804,411.911,157.000000,   157
1805,410.174,164.000000,   164
1806,408.424,164.000000,   164
1807,406.663,152.000000,   152
1808,404.891,161.000000,   161
1809,403.107,167.000000,   167
1810,401.311,156.000000,   156
1811,399.504,171.000000,   171
1812,397.685,159.000000,   159
1813,395.854,164.000000,   164
1814,394.011,169.000000,   169
1815,392.157,166.000000,   166
1816,390.291,162.000000,   162
1817,388.413,165.000000,   165
1818,386.523,156.000000,   156
1819,384.621,158.000000,   158
1820,382.708,163.000000,   163
1821,380.782,165.000000,   165
1822,378.845,166.000000,   166
1823,376.895,166.000000,   166
1824,374.934,167.000000,   167
1825,372.960,166.000000,   166
1826,370.974,156.000000,   156
1827,368.977,161.000000,   161
1828,366.967,168.000000,   168
1829,364.945,168.000000,   168
1830,362.911,168.000000,   168
1831,360.864,167.000000,   167
1832,358.806,162.000000,   162
1833,356.735,169.000000,   169
1834,354.652,163.000000,   163
1835,352.556,171.000000,   171
1836,350.448,168.000000,   168
1837,348.328,166.000000,   166
1838,346.196,170.000000,   170
1839,344.051,167.000000,   167
1840,341.894,160.000000,   160
1841,339.724,158.000000,   158
1842,337.542,159.000000,   159
1843,335.347,168.000000,   168
1844,333.139,163.000000,   163
1845,330.920,160.000000,   160
1846,328.687,168.000000,   168
1847,326.442,165.000000,   165
1848,324.184,156.000000,   156
1849,321.914,170.000000,   170
1850,319.631,162.000000,   162
1851,317.335,167.000000,   167
