Pixel No,Average,L1
1149,14881.000000, 14881
1150,14862.000000, 14862
1151,14803.000000, 14803
1152,14839.000000, 14839
1153,14839.000000, 14839
1154,14835.000000, 14835
1155,14830.000000, 14830
1156,14850.000000, 14850
1157,14834.000000, 14834
1158,14808.000000, 14808
1159,14783.000000, 14783
1160,14785.000000, 14785
1161,14804.000000, 14804
1162,14861.000000, 14861
1163,14711.000000, 14711
1164,14776.000000, 14776
1165,14718.000000, 14718
1166,14744.000000, 14744
1167,14748.000000, 14748
1168,14762.000000, 14762
1169,14808.000000, 14808
1170,14827.000000, 14827
1171,14796.000000, 14796
1172,14769.000000, 14769
1173,14829.000000, 14829
1174,14801.000000, 14801
1175,14852.000000, 14852
1176,14820.000000, 14820
1177,14877.000000, 14877
1178,14835.000000, 14835
1179,14851.000000, 14851
1180,14928.000000, 14928
1181,14933.000000, 14933
1182,14990.000000, 14990
1183,15001.000000, 15001
1184,15064.000000, 15064
1185,15086.000000, 15086
1186,15091.000000, 15091
1187,15151.000000, 15151
1188,15161.000000, 15161
1189,15174.000000, 15174
1190,15194.000000, 15194
1191,15161.000000, 15161
1192,15317.000000, 15317
1193,15371.000000, 15371
1194,15368.000000, 15368
1195,15391.000000, 15391
1196,15446.000000, 15446
1197,15498.000000, 15498
1198,15511.000000, 15511
1199,15589.000000, 15589
1200,15680.000000, 15680
1201,15708.000000, 15708
1202,15775.000000, 15775
1203,15839.000000, 15839
1204,15835.000000, 15835
1205,15867.000000, 15867
1206,15931.000000, 15931
1207,15867.000000, 15867
1208,16029.000000, 16029
1209,16074.000000, 16074
1210,16121.000000, 16121
1211,16054.000000, 16054
1212,16093.000000, 16093
1213,16120.000000, 16120
1214,16232.000000, 16232
1215,16269.000000, 16269
1216,16317.000000, 16317
1217,16354.000000, 16354
1218,16383.000000, 16383
1219,16383.000000, 16383
1220,16383.000000, 16383
1221,16383.000000, 16383
1222,16383.000000, 16383
1223,16383.000000, 16383
1224,16383.000000, 16383
1225,16383.000000, 16383
1226,16383.000000, 16383
1227,16383.000000, 16383
1228,16383.000000, 16383
1229,16383.000000, 16383
1230,16383.000000, 16383
1231,16383.000000, 16383
1232,16383.000000, 16383
1233,16383.000000, 16383
1234,16383.000000, 16383
1235,16383.000000, 16383
1236,16383.000000, 16383
1237,16383.000000, 16383
1238,16383.000000, 16383
1239,16383.000000, 16383
1240,16383.000000, 16383
1241,16383.000000, 16383
1242,16383.000000, 16383
1243,16383.000000, 16383
1244,16383.000000, 16383
1245,16383.000000, 16383
1246,16383.000000, 16383
1247,16383.000000, 16383
1248,16383.000000, 16383
1249,16383.000000, 16383
1250,16383.000000, 16383
1251,16383.000000, 16383
1252,16383.000000, 16383
1253,16383.000000, 16383
1254,16383.000000, 16383
1255,16383.000000, 16383
1256,16383.000000, 16383
1257,16383.000000, 16383
1258,16383.000000, 16383
1259,16383.000000, 16383
1260,16383.000000, 16383
1261,16383.000000, 16383
1262,16383.000000, 16383
1263,16383.000000, 16383
1264,16383.000000, 16383
1265,16383.000000, 16383
1266,16383.000000, 16383
1267,16383.000000, 16383
1268,16383.000000, 16383
1269,16383.000000, 16383
1270,16383.000000, 16383
1271,16383.000000, 16383
1272,16383.000000, 16383
1273,16383.000000, 16383
1274,16383.000000, 16383
1275,16383.000000, 16383
1276,16383.000000, 16383
1277,16383.000000, 16383
1278,16383.000000, 16383
1279,16383.000000, 16383
1280,16383.000000, 16383
1281,16383.000000, 16383
1282,16383.000000, 16383
1283,16383.000000, 16383
1284,16383.000000, 16383
1285,16383.000000, 16383
1286,16383.000000, 16383
1287,16383.000000, 16383
1288,16383.000000, 16383
1289,16383.000000, 16383
1290,16383.000000, 16383
1291,16383.000000, 16383
1292,16383.000000, 16383
1293,16383.000000, 16383
1294,16383.000000, 16383
1295,16383.000000, 16383
1296,16383.000000, 16383
1297,16383.000000, 16383
1298,16383.000000, 16383
1299,16383.000000, 16383
1300,16383.000000, 16383
1301,16383.000000, 16383
1302,16383.000000, 16383
1303,16383.000000, 16383
1304,16383.000000, 16383
1305,16383.000000, 16383
1306,16383.000000, 16383
1307,16383.000000, 16383
1308,16383.000000, 16383
1309,16383.000000, 16383
1310,16383.000000, 16383
1311,16383.000000, 16383
1312,16383.000000, 16383
1313,16383.000000, 16383
1314,16383.000000, 16383
1315,16383.000000, 16383
1316,16383.000000, 16383
1317,16383.000000, 16383
1318,16383.000000, 16383
1319,16383.000000, 16383
1320,16383.000000, 16383
1321,16383.000000, 16383
1322,16383.000000, 16383
1323,16383.000000, 16383
1324,16383.000000, 16383
1325,16383.000000, 16383
1326,16383.000000, 16383
1327,16383.000000, 16383
1328,16383.000000, 16383
1329,16383.000000, 16383
1330,16383.000000, 16383
1331,16383.000000, 16383
1332,16383.000000, 16383
1333,16383.000000, 16383
1334,16383.000000, 16383
1335,16383.000000, 16383
1336,16383.000000, 16383
1337,16383.000000, 16383
1338,16383.000000, 16383
1339,16383.000000, 16383
1340,16383.000000, 16383
1341,16383.000000, 16383
1342,16383.000000, 16383
1343,16383.000000, 16383
1344,16383.000000, 16383
1345,16383.000000, 16383
1346,16383.000000, 16383
1347,16383.000000, 16383
1348,16383.000000, 16383
1349,16383.000000, 16383
1350,16383.000000, 16383
1351,16383.000000, 16383
1352,16383.000000, 16383
1353,16383.000000, 16383
1354,16383.000000, 16383
1355,16383.000000, 16383
1356,16383.000000, 16383
1357,16383.000000, 16383
1358,16383.000000, 16383
1359,16383.000000, 16383
1360,16383.000000, 16383
1361,16383.000000, 16383
1362,16383.000000, 16383
1363,16383.000000, 16383
1364,16383.000000, 16383
1365,16383.000000, 16383
1366,16383.000000, 16383
1367,16383.000000, 16383
1368,16383.000000, 16383
1369,16383.000000, 16383
1370,16383.000000, 16383
1371,16383.000000, 16383
1372,16383.000000, 16383
1373,16383.000000, 16383
1374,16383.000000, 16383
1375,16383.000000, 16383
1376,16383.000000, 16383
1377,16383.000000, 16383
1378,16383.000000, 16383
1379,16383.000000, 16383
1380,16383.000000, 16383
1381,16383.000000, 16383
1382,16383.000000, 16383
1383,16383.000000, 16383
1384,16383.000000, 16383
1385,16383.000000, 16383
1386,16383.000000, 16383
1387,16383.000000, 16383
1388,16383.000000, 16383
1389,16383.000000, 16383
1390,16383.000000, 16383
1391,16383.000000, 16383
1392,16383.000000, 16383
1393,16383.000000, 16383
1394,16383.000000, 16383
1395,16383.000000, 16383
1396,16383.000000, 16383
1397,16383.000000, 16383
1398,16383.000000, 16383
1399,16383.000000, 16383
1400,16383.000000, 16383
1401,16383.000000, 16383
1402,16383.000000, 16383
1403,16383.000000, 16383
1404,16383.000000, 16383
1405,16383.000000, 16383
1406,16383.000000, 16383
1407,16383.000000, 16383
1408,16383.000000, 16383
1409,16383.000000, 16383
1410,16383.000000, 16383
1411,16383.000000, 16383
1412,16383.000000, 16383
1413,16383.000000, 16383
1414,16383.000000, 16383
1415,16383.000000, 16383
1416,16383.000000, 16383
1417,16383.000000, 16383
1418,16383.000000, 16383
1419,16383.000000, 16383
1420,16383.000000, 16383
1421,16383.000000, 16383
1422,16383.000000, 16383
1423,16383.000000, 16383
1424,16383.000000, 16383
1425,16383.000000, 16383
1426,16383.000000, 16383
1427,16383.000000, 16383
1428,16383.000000, 16383
1429,16383.000000, 16383
1430,16383.000000, 16383
1431,16383.000000, 16383
1432,16383.000000, 16383
1433,16383.000000, 16383
1434,16383.000000, 16383
1435,16383.000000, 16383
1436,16383.000000, 16383
1437,16383.000000, 16383
1438,16383.000000, 16383
1439,16383.000000, 16383
1440,16383.000000, 16383
1441,16383.000000, 16383
1442,16383.000000, 16383
1443,16383.000000, 16383
1444,16383.000000, 16383
1445,16383.000000, 16383
1446,16383.000000, 16383
1447,16383.000000, 16383
1448,16383.000000, 16383
1449,16383.000000, 16383
1450,16383.000000, 16383
1451,16383.000000, 16383
1452,16383.000000, 16383
1453,16383.000000, 16383
1454,16383.000000, 16383
1455,16383.000000, 16383
1456,16383.000000, 16383
1457,16383.000000, 16383
1458,16383.000000, 16383
1459,16383.000000, 16383
1460,16383.000000, 16383
1461,16383.000000, 16383
1462,16383.000000, 16383
1463,16383.000000, 16383
1464,16383.000000, 16383
1465,16383.000000, 16383
1466,16383.000000, 16383
1467,16383.000000, 16383
1468,16383.000000, 16383
1469,16383.000000, 16383
1470,16383.000000, 16383
1471,16383.000000, 16383
1472,16383.000000, 16383
1473,16383.000000, 16383
1474,16383.000000, 16383
1475,16383.000000, 16383
1476,16383.000000, 16383
1477,16383.000000, 16383
1478,16383.000000, 16383
1479,16383.000000, 16383
1480,16383.000000, 16383
1481,16383.000000, 16383
1482,16383.000000, 16383
1483,16383.000000, 16383
1484,16383.000000, 16383
1485,16383.000000, 16383
1486,16383.000000, 16383
1487,16383.000000, 16383
1488,16383.000000, 16383
1489,16383.000000, 16383
1490,16383.000000, 16383
1491,16383.000000, 16383
1492,16383.000000, 16383
1493,16383.000000, 16383
1494,16383.000000, 16383
1495,16383.000000, 16383
1496,16383.000000, 16383
1497,16383.000000, 16383
1498,16383.000000, 16383
1499,16383.000000, 16383
1500,16383.000000, 16383
1501,16383.000000, 16383
1502,16383.000000, 16383
1503,16383.000000, 16383
1504,16383.000000, 16383
1505,16383.000000, 16383
1506,16383.000000, 16383
1507,16383.000000, 16383
1508,16383.000000, 16383
1509,16383.000000, 16383
1510,16383.000000, 16383
1511,16383.000000, 16383
1512,16383.000000, 16383
1513,16383.000000, 16383
1514,16383.000000, 16383
1515,16383.000000, 16383
1516,16383.000000, 16383
1517,16383.000000, 16383
1518,16383.000000, 16383
1519,16383.000000, 16383
1520,16383.000000, 16383
1521,16383.000000, 16383
1522,16383.000000, 16383
1523,16383.000000, 16383
1524,16383.000000, 16383
1525,16383.000000, 16383
1526,16383.000000, 16383
1527,16383.000000, 16383
1528,16383.000000, 16383
1529,16383.000000, 16383
1530,16383.000000, 16383
1531,16383.000000, 16383
1532,16383.000000, 16383
1533,16383.000000, 16383
1534,16383.000000, 16383
1535,16383.000000, 16383
1536,16383.000000, 16383
1537,16383.000000, 16383
1538,16383.000000, 16383
1539,16383.000000, 16383
1540,16383.000000, 16383
1541,16383.000000, 16383
1542,16383.000000, 16383
1543,16383.000000, 16383
1544,16383.000000, 16383
1545,16383.000000, 16383
1546,16383.000000, 16383
1547,16383.000000, 16383
1548,16383.000000, 16383
1549,16383.000000, 16383
1550,16383.000000, 16383
1551,16383.000000, 16383
1552,16383.000000, 16383
1553,16383.000000, 16383
1554,16383.000000, 16383
1555,16383.000000, 16383
1556,16383.000000, 16383
1557,16383.000000, 16383
1558,16383.000000, 16383
1559,16383.000000, 16383
1560,16383.000000, 16383
1561,16383.000000, 16383
1562,16383.000000, 16383
1563,16383.000000, 16383
1564,16383.000000, 16383
1565,16383.000000, 16383
1566,16383.000000, 16383
1567,16383.000000, 16383
1568,16383.000000, 16383
1569,16383.000000, 16383
1570,16383.000000, 16383
1571,16383.000000, 16383
1572,16383.000000, 16383
1573,16383.000000, 16383
1574,16383.000000, 16383
1575,16383.000000, 16383
1576,16383.000000, 16383
1577,16383.000000, 16383
1578,16383.000000, 16383
1579,16383.000000, 16383
1580,16383.000000, 16383
1581,16383.000000, 16383
1582,16383.000000, 16383
1583,16383.000000, 16383
1584,16383.000000, 16383
1585,16383.000000, 16383
1586,16383.000000, 16383
1587,16383.000000, 16383
1588,16383.000000, 16383
1589,16383.000000, 16383
1590,16383.000000, 16383
1591,16383.000000, 16383
1592,16383.000000, 16383
1593,16383.000000, 16383
1594,16383.000000, 16383
1595,16383.000000, 16383
1596,16383.000000, 16383
1597,16383.000000, 16383
1598,16383.000000, 16383
1599,16383.000000, 16383
1600,16383.000000, 16383
1601,16383.000000, 16383
1602,16383.000000, 16383
1603,16383.000000, 16383
1604,16383.000000, 16383
1605,16383.000000, 16383
1606,16383.000000, 16383
1607,16383.000000, 16383
1608,16383.000000, 16383
1609,16383.000000, 16383
1610,16383.000000, 16383
1611,16383.000000, 16383
1612,16383.000000, 16383
1613,16383.000000, 16383
1614,16383.000000, 16383
1615,16383.000000, 16383
1616,16383.000000, 16383
1617,16383.000000, 16383
1618,16383.000000, 16383
1619,16383.000000, 16383
1620,16383.000000, 16383
1621,16383.000000, 16383
1622,16383.000000, 16383
1623,16383.000000, 16383
1624,16383.000000, 16383
1625,16383.000000, 16383
1626,16383.000000, 16383
1627,16383.000000, 16383
1628,16383.000000, 16383
1629,16383.000000, 16383
1630,16383.000000, 16383
1631,16383.000000, 16383
1632,16383.000000, 16383
1633,16383.000000, 16383
1634,16383.000000, 16383
1635,16383.000000, 16383
1636,16383.000000, 16383
1637,16383.000000, 16383
1638,16383.000000, 16383
1639,16383.000000, 16383
1640,16383.000000, 16383
1641,16383.000000, 16383
1642,16383.000000, 16383
1643,16383.000000, 16383
1644,16383.000000, 16383
1645,16383.000000, 16383
1646,16383.000000, 16383
1647,16383.000000, 16383
1648,16383.000000, 16383
1649,16383.000000, 16383
1650,16383.000000, 16383
1651,16383.000000, 16383
1652,16383.000000, 16383
1653,16383.000000, 16383
1654,16383.000000, 16383
1655,16383.000000, 16383
1656,16383.000000, 16383
1657,16383.000000, 16383
1658,16383.000000, 16383
1659,16383.000000, 16383
1660,16383.000000, 16383
1661,16383.000000, 16383
1662,16383.000000, 16383
1663,16383.000000, 16383
1664,16383.000000, 16383
1665,16383.000000, 16383
1666,16383.000000, 16383
1667,16383.000000, 16383
1668,16383.000000, 16383
1669,16383.000000, 16383
1670,16383.000000, 16383
1671,16383.000000, 16383
1672,16383.000000, 16383
1673,16383.000000, 16383
1674,16383.000000, 16383
1675,16383.000000, 16383
1676,16383.000000, 16383
1677,16383.000000, 16383
1678,16383.000000, 16383
1679,16383.000000, 16383
1680,16383.000000, 16383
1681,16383.000000, 16383
1682,16383.000000, 16383
1683,16383.000000, 16383
1684,16383.000000, 16383
1685,16383.000000, 16383
1686,16383.000000, 16383
1687,16383.000000, 16383
1688,16383.000000, 16383
1689,16383.000000, 16383
1690,16383.000000, 16383
1691,16383.000000, 16383
1692,16383.000000, 16383
1693,16383.000000, 16383
1694,16383.000000, 16383
1695,16383.000000, 16383
1696,16383.000000, 16383
1697,16383.000000, 16383
1698,16383.000000, 16383
1699,16383.000000, 16383
1700,16383.000000, 16383
1701,16383.000000, 16383
1702,16383.000000, 16383
1703,16383.000000, 16383
1704,16383.000000, 16383
1705,16383.000000, 16383
1706,16383.000000, 16383
1707,16383.000000, 16383
1708,16383.000000, 16383
1709,16383.000000, 16383
1710,16383.000000, 16383
1711,16383.000000, 16383
1712,16383.000000, 16383
1713,16383.000000, 16383
1714,16383.000000, 16383
1715,16383.000000, 16383
1716,16383.000000, 16383
1717,16383.000000, 16383
1718,16383.000000, 16383
1719,16383.000000, 16383
1720,16383.000000, 16383
1721,16383.000000, 16383
1722,16383.000000, 16383
1723,16383.000000, 16383
1724,16383.000000, 16383
1725,16383.000000, 16383
1726,16383.000000, 16383
1727,16383.000000, 16383
1728,16383.000000, 16383
1729,16383.000000, 16383
1730,16383.000000, 16383
1731,16383.000000, 16383
1732,16383.000000, 16383
1733,16383.000000, 16383
1734,16383.000000, 16383
1735,16383.000000, 16383
1736,16383.000000, 16383
1737,16383.000000, 16383
1738,16383.000000, 16383
1739,16383.000000, 16383
1740,16383.000000, 16383
1741,16383.000000, 16383
1742,16383.000000, 16383
1743,16383.000000, 16383
1744,16383.000000, 16383
1745,16383.000000, 16383
1746,16383.000000, 16383
1747,16383.000000, 16383
1748,16383.000000, 16383
1749,16383.000000, 16383
1750,16383.000000, 16383
1751,16383.000000, 16383
1752,16383.000000, 16383
1753,16383.000000, 16383
1754,16383.000000, 16383
1755,16383.000000, 16383
1756,16383.000000, 16383
1757,16383.000000, 16383
1758,16383.000000, 16383
1759,16383.000000, 16383
1760,16383.000000, 16383
1761,16383.000000, 16383
1762,16383.000000, 16383
1763,16383.000000, 16383
1764,16383.000000, 16383
1765,16383.000000, 16383
1766,16383.000000, 16383
1767,16383.000000, 16383
1768,16383.000000, 16383
1769,16383.000000, 16383
1770,16383.000000, 16383
1771,16383.000000, 16383
1772,16383.000000, 16383
1773,16383.000000, 16383
1774,16383.000000, 16383
1775,16383.000000, 16383
1776,16383.000000, 16383
1777,16383.000000, 16383
1778,16383.000000, 16383
1779,16383.000000, 16383
1780,16383.000000, 16383
1781,16383.000000, 16383
1782,16383.000000, 16383
1783,16383.000000, 16383
1784,16383.000000, 16383
1785,16383.000000, 16383
1786,16383.000000, 16383
1787,16383.000000, 16383
1788,16383.000000, 16383
1789,16383.000000, 16383
1790,16383.000000, 16383
1791,16383.000000, 16383
1792,16383.000000, 16383
1793,16383.000000, 16383
1794,16383.000000, 16383
1795,16383.000000, 16383
1796,16383.000000, 16383
1797,16383.000000, 16383
1798,16383.000000, 16383
1799,16383.000000, 16383
1800,16383.000000, 16383
1801,16383.000000, 16383
1802,16383.000000, 16383
1803,16383.000000, 16383
1804,16383.000000, 16383
1805,16383.000000, 16383
1806,16383.000000, 16383
1807,16383.000000, 16383
1808,16383.000000, 16383
1809,16383.000000, 16383
1810,16383.000000, 16383
1811,16383.000000, 16383
1812,16383.000000, 16383
1813,16383.000000, 16383
1814,16383.000000, 16383
1815,16383.000000, 16383
1816,16383.000000, 16383
1817,16383.000000, 16383
1818,16383.000000, 16383
1819,16383.000000, 16383
1820,16383.000000, 16383
1821,16383.000000, 16383
1822,16383.000000, 16383
1823,16383.000000, 16383
1824,16383.000000, 16383
1825,16383.000000, 16383
1826,16383.000000, 16383
1827,16383.000000, 16383
1828,16383.000000, 16383
1829,16383.000000, 16383
1830,16383.000000, 16383
1831,16383.000000, 16383
1832,16383.000000, 16383
1833,16383.000000, 16383
1834,16383.000000, 16383
1835,16383.000000, 16383
1836,16383.000000, 16383
1837,16383.000000, 16383
1838,16383.000000, 16383
1839,16383.000000, 16383
1840,16383.000000, 16383
1841,16383.000000, 16383
1842,16383.000000, 16383
1843,16383.000000, 16383
1844,16383.000000, 16383
1845,16383.000000, 16383
1846,16383.000000, 16383
1847,16383.000000, 16383
1848,16383.000000, 16383
1849,16383.000000, 16383
1850,16383.000000, 16383
1851,16383.000000, 16383
1852,16383.000000, 16383
1853,16383.000000, 16383
1854,16383.000000, 16383
1855,16383.000000, 16383
1856,16383.000000, 16383
1857,16383.000000, 16383
1858,16383.000000, 16383
1859,16383.000000, 16383
1860,16383.000000, 16383
1861,16383.000000, 16383
1862,16383.000000, 16383
1863,16383.000000, 16383
1864,16383.000000, 16383
1865,16383.000000, 16383
1866,16383.000000, 16383
1867,16383.000000, 16383
1868,16383.000000, 16383
1869,16383.000000, 16383
1870,16383.000000, 16383
1871,16383.000000, 16383
1872,16383.000000, 16383
1873,16383.000000, 16383
1874,16383.000000, 16383
1875,16383.000000, 16383
1876,16383.000000, 16383
1877,16383.000000, 16383
1878,16383.000000, 16383
1879,16383.000000, 16383
1880,16383.000000, 16383
1881,16383.000000, 16383
1882,16383.000000, 16383
1883,16383.000000, 16383
1884,16383.000000, 16383
1885,16383.000000, 16383
1886,16383.000000, 16383
1887,16383.000000, 16383
1888,16383.000000, 16383
1889,16383.000000, 16383
1890,16383.000000, 16383
1891,16383.000000, 16383
1892,16383.000000, 16383
1893,16383.000000, 16383
1894,16383.000000, 16383
1895,16383.000000, 16383
1896,16383.000000, 16383
1897,16383.000000, 16383
1898,16383.000000, 16383
1899,16383.000000, 16383
1900,16383.000000, 16383
1901,16383.000000, 16383
1902,16383.000000, 16383
1903,16383.000000, 16383
1904,16383.000000, 16383
1905,16383.000000, 16383
1906,16383.000000, 16383
1907,16383.000000, 16383
1908,16383.000000, 16383
1909,16383.000000, 16383
1910,16383.000000, 16383
1911,16383.000000, 16383
1912,16383.000000, 16383
1913,16383.000000, 16383
1914,16383.000000, 16383
1915,16383.000000, 16383
1916,16383.000000, 16383
1917,16383.000000, 16383
1918,16383.000000, 16383
1919,16383.000000, 16383
1920,16383.000000, 16383
1921,16383.000000, 16383
1922,16383.000000, 16383
1923,16383.000000, 16383
1924,16383.000000, 16383
1925,16383.000000, 16383
1926,16383.000000, 16383
1927,16383.000000, 16383
1928,16383.000000, 16383
1929,16383.000000, 16383
1930,16383.000000, 16383
1931,16383.000000, 16383
1932,16383.000000, 16383
1933,16383.000000, 16383
1934,16383.000000, 16383
1935,16383.000000, 16383
1936,16383.000000, 16383
1937,16383.000000, 16383
1938,16383.000000, 16383
1939,16383.000000, 16383
1940,16383.000000, 16383
1941,16383.000000, 16383
1942,16383.000000, 16383
1943,16383.000000, 16383
1944,16383.000000, 16383
1945,16383.000000, 16383
1946,16383.000000, 16383
1947,16383.000000, 16383
1948,16383.000000, 16383
1949,16383.000000, 16383
1950,16383.000000, 16383
1951,16383.000000, 16383
1952,16383.000000, 16383
1953,16383.000000, 16383
1954,16383.000000, 16383
1955,16383.000000, 16383
1956,16383.000000, 16383
1957,16383.000000, 16383
1958,16383.000000, 16383
1959,16383.000000, 16383
1960,16383.000000, 16383
1961,16383.000000, 16383
1962,16383.000000, 16383
1963,16383.000000, 16383
1964,16383.000000, 16383
1965,16383.000000, 16383
1966,16383.000000, 16383
1967,16383.000000, 16383
1968,16383.000000, 16383
1969,16383.000000, 16383
1970,16383.000000, 16383
1971,16383.000000, 16383
1972,16383.000000, 16383
1973,16383.000000, 16383
1974,16383.000000, 16383
1975,16383.000000, 16383
1976,16383.000000, 16383
1977,16383.000000, 16383
1978,16383.000000, 16383
1979,16383.000000, 16383
1980,16383.000000, 16383
1981,16383.000000, 16383
1982,16383.000000, 16383
1983,16383.000000, 16383
1984,16383.000000, 16383
1985,16383.000000, 16383
1986,16383.000000, 16383
1987,16383.000000, 16383
1988,16383.000000, 16383
1989,16383.000000, 16383
1990,16383.000000, 16383
1991,16383.000000, 16383
1992,16383.000000, 16383
1993,16383.000000, 16383
1994,16383.000000, 16383
1995,16383.000000, 16383
1996,16383.000000, 16383
1997,16383.000000, 16383
1998,16383.000000, 16383
1999,16383.000000, 16383
2000,16383.000000, 16383
2001,16383.000000, 16383
2002,16383.000000, 16383
2003,16383.000000, 16383
2004,16383.000000, 16383
2005,16383.000000, 16383
2006,16383.000000, 16383
2007,16383.000000, 16383
2008,16383.000000, 16383
2009,16383.000000, 16383
2010,16383.000000, 16383
2011,16383.000000, 16383
2012,16383.000000, 16383
2013,16383.000000, 16383
2014,16383.000000, 16383
2015,16383.000000, 16383
2016,16383.000000, 16383
2017,16383.000000, 16383
2018,16383.000000, 16383
2019,16383.000000, 16383
2020,16383.000000, 16383
2021,16383.000000, 16383
2022,16383.000000, 16383
2023,16383.000000, 16383
2024,16383.000000, 16383
2025,16383.000000, 16383
2026,16383.000000, 16383
2027,16383.000000, 16383
2028,16383.000000, 16383
2029,16383.000000, 16383
2030,16383.000000, 16383
2031,16383.000000, 16383
2032,16383.000000, 16383
2033,16383.000000, 16383
2034,16383.000000, 16383
2035,16383.000000, 16383
2036,16383.000000, 16383
2037,16383.000000, 16383
2038,16383.000000, 16383
2039,16383.000000, 16383
2040,16383.000000, 16383
2041,16383.000000, 16383
2042,16383.000000, 16383
2043,16383.000000, 16383
2044,16383.000000, 16383
2045,16383.000000, 16383
2046,16383.000000, 16383
2047,16383.000000, 16383
2048,16383.000000, 16383
2049,16383.000000, 16383
2050,16383.000000, 16383
2051,16383.000000, 16383
2052,16383.000000, 16383
2053,16383.000000, 16383
2054,16383.000000, 16383
2055,16383.000000, 16383
2056,16383.000000, 16383
2057,16383.000000, 16383
2058,16383.000000, 16383
2059,16383.000000, 16383
2060,16383.000000, 16383
2061,16383.000000, 16383
2062,16383.000000, 16383
2063,16383.000000, 16383
2064,10626.000000, 10626
2065,3302.000000,  3302
2066,1041.000000,  1041
2067,365.000000,   365
