Line Count:	2
	
L1	L2
501	501
498	498
500	500
504	504
506	506
501	501
515	515
496	496
493	493
486	486
509	509
495	495
501	501
494	494
503	503
498	498
486	486
513	513
494	494
497	497
493	493
495	495
500	500
492	492
497	497
502	502
510	510
500	500
492	492
498	498
507	507
503	503
491	491
503	503
504	504
508	508
492	492
516	516
493	493
491	491
501	501
490	490
498	498
496	496
500	500
497	497
495	495
489	489
517	517
508	508
511	511
504	504
512	512
508	508
512	512
503	503
491	491
504	504
521	521
495	495
515	515
507	507
482	482
495	495
474	474
511	511
506	506
503	503
500	500
509	509
496	496
491	491
493	493
509	509
496	496
499	499
492	492
487	487
498	498
509	509
519	519
507	507
488	488
514	514
511	511
506	506
505	505
505	505
490	490
506	506
486	486
513	513
495	495
504	504
503	503
506	506
509	509
497	497
491	491
494	494
486	486
502	502
503	503
515	515
520	520
493	493
501	501
515	515
510	510
502	502
507	507
491	491
501	501
496	496
494	494
499	499
499	499
498	498
513	513
510	510
506	506
484	484
499	499
520	520
515	515
516	516
507	507
504	504
510	510
502	502
502	502
506	506
497	497
489	489
499	499
496	496
508	508
501	501
496	496
500	500
502	502
505	505
488	488
503	503
503	503
503	503
487	487
501	501
503	503
510	510
514	514
499	499
501	501
508	508
519	519
508	508
516	516
503	503
498	498
509	509
498	498
500	500
509	509
502	502
491	491
501	501
509	509
511	511
505	505
500	500
508	508
501	501
509	509
527	527
521	521
530	530
520	520
510	510
506	506
492	492
502	502
488	488
507	507
499	499
501	501
506	506
505	505
506	506
505	505
509	509
511	511
492	492
521	521
517	517
491	491
506	506
496	496
519	519
521	521
504	504
506	506
508	508
498	498
511	511
508	508
496	496
502	502
507	507
497	497
514	514
528	528
511	511
507	507
503	503
494	494
494	494
513	513
519	519
500	500
514	514
498	498
514	514
511	511
523	523
518	518
521	521
504	504
515	515
504	504
507	507
506	506
504	504
502	502
508	508
511	511
497	497
505	505
511	511
508	508
513	513
502	502
504	504
518	518
514	514
505	505
497	497
514	514
504	504
535	535
518	518
514	514
515	515
515	515
530	530
538	538
505	505
510	510
519	519
512	512
518	518
517	517
508	508
520	520
513	513
518	518
522	522
529	529
518	518
521	521
521	521
513	513
527	527
529	529
522	522
521	521
516	516
538	538
524	524
533	533
528	528
527	527
543	543
532	532
526	526
546	546
558	558
540	540
554	554
560	560
547	547
561	561
562	562
566	566
560	560
566	566
572	572
584	584
588	588
584	584
610	610
601	601
604	604
603	603
623	623
636	636
631	631
645	645
650	650
673	673
672	672
687	687
707	707
726	726
761	761
781	781
804	804
863	863
904	904
953	953
1090	1090
1210	1210
1397	1397
1636	1636
1864	1864
2148	2148
2389	2389
2534	2534
2621	2621
2641	2641
2572	2572
2417	2417
2214	2214
1971	1971
1689	1689
1413	1413
1171	1171
984	984
877	877
802	802
739	739
726	726
684	684
670	670
663	663
664	664
648	648
626	626
603	603
591	591
587	587
582	582
586	586
564	564
575	575
567	567
574	574
559	559
560	560
561	561
548	548
531	531
531	531
534	534
537	537
531	531
539	539
538	538
534	534
523	523
527	527
521	521
524	524
551	551
531	531
527	527
526	526
523	523
508	508
510	510
513	513
516	516
531	531
523	523
525	525
520	520
517	517
524	524
520	520
528	528
511	511
524	524
537	537
507	507
509	509
508	508
512	512
497	497
506	506
501	501
528	528
517	517
525	525
512	512
525	525
520	520
518	518
504	504
509	509
520	520
521	521
521	521
520	520
510	510
512	512
516	516
511	511
495	495
515	515
522	522
491	491
507	507
527	527
505	505
503	503
501	501
506	506
512	512
508	508
498	498
503	503
506	506
507	507
497	497
511	511
500	500
515	515
504	504
497	497
509	509
513	513
500	500
509	509
501	501
509	509
512	512
494	494
510	510
510	510
488	488
510	510
503	503
509	509
503	503
511	511
511	511
510	510
508	508
515	515
510	510
497	497
505	505
497	497
509	509
516	516
509	509
487	487
504	504
502	502
507	507
515	515
510	510
509	509
514	514
507	507
514	514
519	519
507	507
530	530
502	502
501	501
489	489
504	504
490	490
528	528
501	501
492	492
507	507
504	504
511	511
497	497
508	508
491	491
498	498
504	504
488	488
501	501
503	503
529	529
509	509
516	516
511	511
504	504
501	501
498	498
518	518
519	519
524	524
502	502
508	508
516	516
504	504
511	511
498	498
516	516
505	505
492	492
516	516
504	504
502	502
511	511
505	505
490	490
505	505
497	497
513	513
502	502
519	519
515	515
506	506
509	509
503	503
504	504
499	499
503	503
494	494
508	508
520	520
506	506
503	503
509	509
492	492
496	496
512	512
522	522
514	514
511	511
514	514
505	505
507	507
529	529
509	509
512	512
505	505
499	499
511	511
517	517
519	519
499	499
502	502
509	509
513	513
497	497
504	504
501	501
498	498
515	515
498	498
506	506
512	512
520	520
512	512
501	501
512	512
515	515
500	500
493	493
501	501
499	499
509	509
489	489
497	497
502	502
500	500
516	516
509	509
519	519
515	515
514	514
501	501
499	499
506	506
496	496
486	486
496	496
500	500
497	497
500	500
510	510
503	503
488	488
499	499
511	511
513	513
502	502
503	503
498	498
503	503
513	513
523	523
508	508
511	511
503	503
508	508
514	514
508	508
504	504
509	509
514	514
510	510
503	503
501	501
515	515
506	506
521	521
497	497
498	498
494	494
506	506
505	505
517	517
515	515
514	514
518	518
517	517
505	505
522	522
507	507
500	500
535	535
514	514
519	519
523	523
504	504
505	505
519	519
514	514
507	507
500	500
510	510
510	510
519	519
529	529
513	513
514	514
519	519
518	518
500	500
515	515
510	510
494	494
511	511
513	513
508	508
509	509
522	522
527	527
506	506
515	515
515	515
521	521
518	518
531	531
519	519
521	521
523	523
519	519
514	514
505	505
531	531
518	518
530	530
518	518
537	537
527	527
511	511
509	509
494	494
520	520
521	521
516	516
516	516
526	526
524	524
531	531
516	516
526	526
530	530
534	534
520	520
501	501
512	512
522	522
531	531
511	511
518	518
539	539
530	530
525	525
509	509
520	520
515	515
516	516
518	518
523	523
522	522
503	503
526	526
521	521
507	507
530	530
517	517
519	519
534	534
536	536
529	529
518	518
518	518
528	528
527	527
541	541
519	519
518	518
512	512
526	526
527	527
538	538
518	518
537	537
528	528
529	529
529	529
509	509
506	506
526	526
532	532
517	517
505	505
520	520
518	518
536	536
524	524
535	535
523	523
531	531
512	512
526	526
521	521
527	527
517	517
511	511
521	521
531	531
526	526
537	537
537	537
519	519
529	529
541	541
531	531
524	524
514	514
522	522
513	513
535	535
529	529
522	522
526	526
512	512
523	523
507	507
517	517
529	529
540	540
516	516
537	537
517	517
521	521
521	521
528	528
540	540
527	527
532	532
528	528
518	518
544	544
540	540
522	522
545	545
531	531
535	535
533	533
515	515
521	521
533	533
529	529
507	507
526	526
535	535
522	522
519	519
519	519
528	528
522	522
527	527
519	519
517	517
517	517
528	528
523	523
525	525
534	534
525	525
535	535
519	519
528	528
519	519
541	541
520	520
525	525
537	537
526	526
533	533
529	529
540	540
519	519
523	523
532	532
530	530
534	534
532	532
530	530
522	522
538	538
536	536
532	532
532	532
520	520
527	527
533	533
516	516
513	513
529	529
529	529
527	527
525	525
524	524
527	527
521	521
524	524
519	519
534	534
513	513
529	529
535	535
536	536
520	520
519	519
525	525
533	533
529	529
522	522
535	535
528	528
532	532
525	525
521	521
516	516
523	523
513	513
534	534
528	528
522	522
540	540
528	528
536	536
527	527
526	526
536	536
528	528
520	520
510	510
518	518
523	523
538	538
522	522
524	524
527	527
521	521
529	529
523	523
525	525
514	514
525	525
522	522
532	532
522	522
523	523
523	523
520	520
521	521
524	524
522	522
522	522
528	528
521	521
526	526
511	511
517	517
516	516
520	520
528	528
522	522
520	520
525	525
527	527
516	516
515	515
518	518
519	519
514	514
519	519
523	523
520	520
526	526
526	526
534	534
535	535
559	559
536	536
518	518
521	521
530	530
520	520
526	526
522	522
541	541
523	523
523	523
516	516
507	507
524	524
534	534
529	529
526	526
516	516
533	533
532	532
512	512
504	504
532	532
519	519
520	520
518	518
519	519
526	526
523	523
522	522
530	530
555	555
526	526
530	530
525	525
516	516
512	512
522	522
534	534
511	511
508	508
522	522
517	517
519	519
506	506
538	538
524	524
526	526
510	510
524	524
519	519
530	530
507	507
525	525
522	522
526	526
522	522
529	529
509	509
518	518
516	516
516	516
526	526
519	519
508	508
523	523
519	519
504	504
521	521
515	515
573	573
532	532
520	520
513	513
525	525
521	521
519	519
522	522
524	524
510	510
520	520
514	514
519	519
519	519
520	520
524	524
514	514
519	519
502	502
508	508
514	514
513	513
504	504
509	509
522	522
513	513
527	527
517	517
522	522
541	541
524	524
533	533
499	499
517	517
525	525
521	521
531	531
516	516
515	515
525	525
509	509
515	515
517	517
508	508
515	515
507	507
506	506
500	500
519	519
526	526
528	528
535	535
503	503
527	527
519	519
523	523
519	519
510	510
507	507
508	508
504	504
521	521
516	516
503	503
524	524
520	520
532	532
507	507
509	509
503	503
504	504
502	502
526	526
543	543
526	526
518	518
509	509
514	514
540	540
514	514
516	516
513	513
518	518
529	529
522	522
508	508
524	524
507	507
508	508
501	501
522	522
508	508
512	512
524	524
509	509
509	509
509	509
513	513
525	525
509	509
499	499
509	509
513	513
517	517
544	544
531	531
516	516
507	507
525	525
516	516
527	527
501	501
512	512
504	504
508	508
516	516
501	501
524	524
514	514
513	513
510	510
498	498
514	514
525	525
503	503
510	510
518	518
502	502
513	513
516	516
526	526
510	510
510	510
530	530
501	501
507	507
516	516
522	522
512	512
506	506
504	504
495	495
516	516
514	514
504	504
503	503
492	492
505	505
507	507
502	502
513	513
507	507
515	515
502	502
495	495
496	496
499	499
498	498
501	501
497	497
527	527
508	508
516	516
525	525
507	507
512	512
505	505
521	521
507	507
506	506
504	504
502	502
520	520
514	514
521	521
515	515
524	524
522	522
509	509
521	521
522	522
515	515
522	522
511	511
522	522
523	523
514	514
520	520
512	512
523	523
519	519
514	514
529	529
515	515
525	525
525	525
521	521
517	517
523	523
520	520
520	520
528	528
513	513
543	543
524	524
532	532
515	515
531	531
544	544
517	517
530	530
517	517
518	518
524	524
519	519
519	519
508	508
520	520
526	526
507	507
524	524
507	507
504	504
532	532
541	541
521	521
520	520
515	515
526	526
511	511
509	509
522	522
503	503
509	509
496	496
518	518
529	529
517	517
510	510
522	522
516	516
513	513
535	535
519	519
528	528
535	535
527	527
513	513
515	515
500	500
514	514
529	529
517	517
527	527
515	515
518	518
532	532
536	536
526	526
519	519
508	508
522	522
529	529
510	510
532	532
516	516
515	515
520	520
533	533
541	541
530	530
531	531
535	535
525	525
524	524
522	522
541	541
530	530
518	518
527	527
525	525
534	534
533	533
550	550
545	545
534	534
523	523
522	522
546	546
546	546
554	554
551	551
540	540
551	551
552	552
562	562
568	568
607	607
612	612
607	607
590	590
598	598
598	598
607	607
608	608
605	605
596	596
605	605
576	576
589	589
576	576
573	573
576	576
584	584
569	569
571	571
546	546
553	553
546	546
559	559
546	546
546	546
551	551
533	533
537	537
548	548
537	537
556	556
540	540
528	528
525	525
507	507
502	502
511	511
505	505
514	514
519	519
512	512
507	507
493	493
506	506
510	510
495	495
496	496
496	496
514	514
492	492
488	488
485	485
493	493
500	500
493	493
488	488
500	500
493	493
493	493
491	491
494	494
487	487
486	486
466	466
475	475
493	493
490	490
505	505
486	486
500	500
482	482
480	480
484	484
478	478
480	480
489	489
502	502
507	507
507	507
490	490
487	487
485	485
483	483
499	499
496	496
508	508
489	489
467	467
494	494
480	480
483	483
482	482
486	486
479	479
480	480
477	477
478	478
503	503
490	490
487	487
479	479
473	473
470	470
517	517
487	487
491	491
495	495
484	484
491	491
486	486
478	478
478	478
475	475
486	486
488	488
489	489
497	497
492	492
497	497
491	491
485	485
491	491
492	492
502	502
495	495
483	483
482	482
475	475
476	476
485	485
482	482
492	492
491	491
482	482
483	483
473	473
492	492
491	491
478	478
485	485
476	476
486	486
486	486
494	494
477	477
511	511
496	496
487	487
488	488
478	478
476	476
483	483
489	489
492	492
491	491
476	476
486	486
490	490
493	493
488	488
475	475
489	489
489	489
484	484
489	489
505	505
481	481
476	476
486	486
491	491
491	491
487	487
480	480
481	481
481	481
480	480
484	484
467	467
474	474
483	483
476	476
478	478
497	497
491	491
486	486
478	478
488	488
484	484
487	487
490	490
497	497
474	474
478	478
478	478
480	480
477	477
489	489
491	491
488	488
486	486
489	489
518	518
495	495
483	483
475	475
476	476
499	499
494	494
482	482
493	493
499	499
479	479
492	492
483	483
499	499
487	487
499	499
490	490
483	483
489	489
484	484
491	491
501	501
484	484
486	486
483	483
477	477
483	483
482	482
478	478
474	474
520	520
496	496
489	489
480	480
490	490
479	479
488	488
479	479
482	482
470	470
481	481
482	482
466	466
484	484
474	474
481	481
474	474
489	489
487	487
487	487
481	481
486	486
475	475
468	468
479	479
481	481
487	487
484	484
489	489
483	483
492	492
486	486
495	495
479	479
473	473
478	478
482	482
505	505
493	493
471	471
493	493
480	480
476	476
473	473
459	459
483	483
483	483
493	493
491	491
479	479
488	488
493	493
485	485
479	479
479	479
470	470
476	476
506	506
484	484
477	477
480	480
487	487
480	480
480	480
497	497
496	496
485	485
487	487
484	484
478	478
477	477
479	479
483	483
480	480
482	482
474	474
494	494
498	498
488	488
492	492
495	495
472	472
472	472
475	475
483	483
491	491
484	484
483	483
473	473
493	493
482	482
487	487
486	486
492	492
484	484
478	478
489	489
483	483
486	486
467	467
493	493
488	488
486	486
489	489
486	486
499	499
494	494
484	484
480	480
474	474
491	491
498	498
493	493
495	495
506	506
497	497
493	493
482	482
486	486
487	487
482	482
464	464
462	462
473	473
483	483
487	487
494	494
479	479
485	485
487	487
508	508
486	486
476	476
496	496
478	478
470	470
489	489
478	478
490	490
479	479
473	473
466	466
477	477
478	478
479	479
475	475
467	467
487	487
488	488
471	471
493	493
478	478
478	478
492	492
479	479
486	486
486	486
478	478
496	496
479	479
476	476
501	501
493	493
479	479
483	483
496	496
487	487
472	472
473	473
477	477
473	473
475	475
483	483
483	483
477	477
479	479
484	484
480	480
466	466
477	477
470	470
470	470
480	480
476	476
476	476
476	476
462	462
453	453
471	471
473	473
472	472
448	448
457	457
468	468
471	471
464	464
151	151
72	72
40	40
49	49
